seed,lambda,trustworthiness,density_corr
44,0.0,0.9088103171154018,0.47574658066058667
44,0.001,0.9250571801080276,0.770876635956979
44,0.005,0.9163627408373172,0.9283624527657568
44,0.01,0.904571621724164,0.959616196468901
44,0.05,0.8295507267371675,0.9926308735491037
44,0.1,0.794751226174955,0.9972652362946702
