seed,lambda,trustworthiness,density_corr
43,0.0,0.9472232239943825,0.46646488503420874
43,0.001,0.9516898986859263,0.8570822054953918
43,0.005,0.9262264499949845,0.9568776233441136
43,0.01,0.9005010171531749,0.9752379954229446
43,0.05,0.822258136222289,0.9955901518309481
43,0.1,0.7840988905607382,0.9983262387680176
