seed,lambda,trustworthiness,density_corr
46,0.0,0.9414105968502358,0.6199277373520358
46,0.001,0.9502784190992075,0.8873528220988834
46,0.005,0.9243867067910523,0.9572934843391908
46,0.01,0.903406977630655,0.9755529090597163
46,0.05,0.823262582004213,0.9958979529164935
46,0.1,0.7882640746313572,0.9984428365014544
