seed,lambda,trustworthiness,density_corr
43,0.0,0.9135396066582507,0.4221004776513058
43,0.001,0.9267547995005623,0.7727786971840745
43,0.005,0.9162488772997248,0.9304608682038232
43,0.01,0.9053915412898463,0.9619599850139507
43,0.05,0.8429345971040887,0.9932836568446407
43,0.1,0.8180363954940226,0.9975126258371951
