seed,lambda,trustworthiness,density_corr
44,0.0,0.882976615508075,0.7083254833002733
44,0.001,0.8820643635269335,0.9157514458913821
44,0.005,0.8475211676196208,0.9716333622092893
44,0.01,0.819303793760658,0.9848053185296838
44,0.05,0.7451750506570367,0.9973153494959275
44,0.1,0.720424303340355,0.9990366244120983
