seed,lambda,trustworthiness,density_corr
43,0.0,0.9767179246416089,0.5679906381820686
43,0.001,0.9751851988946557,0.7703382408933397
43,0.005,0.9728022707881083,0.899822775980789
43,0.01,0.9695662665392831,0.9290796164294773
43,0.05,0.9350844040907047,0.9812934490236984
43,0.1,0.9139473263747184,0.9924690139008875
