seed,lambda,trustworthiness,density_corr
43,0.0,0.9998992316180159,-0.033741052848092784
43,0.001,0.9999700872705387,0.9945909477443569
43,0.005,0.9998653144748721,0.999032584636116
43,0.01,0.9994326171130504,0.9993539469622207
43,0.05,0.9983431718326813,0.9998514162016863
43,0.1,0.9956214304343465,0.9999282310245441
