seed,lambda,trustworthiness,density_corr
44,0.0,0.9994483980339051,-0.056272350223854156
44,0.001,0.9996466847226402,0.9942333836121576
44,0.005,0.9986926913431639,0.9992564444766608
44,0.01,0.9992777289597753,0.9995197666291623
44,0.05,0.9975773257097,0.9997741326655253
44,0.1,0.9973989688032902,0.9998926698924091
