seed,lambda,trustworthiness,density_corr
46,0.0,0.9102365293212751,0.5226885947505944
46,0.001,0.9244076764415747,0.7663266707642284
46,0.005,0.9095135310389548,0.9286944043938612
46,0.01,0.896215765402206,0.9579018967143248
46,0.05,0.8216650041734788,0.992956728986799
46,0.1,0.7930255858391452,0.9973034264938878
