seed,lambda,trustworthiness,density_corr
43,0.0,0.8830845380680108,0.7476246889450714
43,0.001,0.8787926973618216,0.9180205397043818
43,0.005,0.8440757869395125,0.9730911157482829
43,0.01,0.8122624776808105,0.983917992456527
43,0.05,0.7352714013441669,0.9972379949455537
43,0.1,0.7069127334737686,0.9990840012866735
