seed,lambda,trustworthiness,density_corr
42,0.0,0.8879679285785936,0.7200063126534644
42,0.001,0.8896236974621325,0.9173572484980934
42,0.005,0.8589119229611797,0.9725597334912438
42,0.01,0.8247629451299027,0.9841327332529098
42,0.05,0.7444741217775103,0.9974053575045678
42,0.1,0.7162064118768181,0.9990327977202184
