seed,lambda,trustworthiness,density_corr
46,0.0,0.9674595027012777,0.5673999624910036
46,0.001,0.9725342905528611,0.801058672734499
46,0.005,0.9691111780619178,0.8967998022230271
46,0.01,0.9613598989553019,0.9223681428865442
46,0.05,0.9242545540474965,0.9805254976512382
46,0.1,0.9030748069060122,0.9914278322842318
