seed,lambda,trustworthiness,density_corr
45,0.0,0.9745833600798162,0.5645864432316688
45,0.001,0.9756208893389066,0.7513396647066795
45,0.005,0.972096600955439,0.8852804829271057
45,0.01,0.9643517253863246,0.9286594500995486
45,0.05,0.9196266706399836,0.9818880175284799
45,0.1,0.9001871238605023,0.9915107059433328
