method,param_name,param_value,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
t-SNE,perplexity,100,0.9308601781144155,0.9638133454743625,0.18755381401859259,0.3070613741874695,0.8926235,8.952495098114014
Density t-SNE,lambda_density,0.002,0.9104056069479798,0.9411834468105654,0.915186381151953,0.16713446378707886,0.79885995,14.0295729637146
UMAP,n_neighbors,5,0.9178273076578162,0.9551194856618586,0.04865465307309048,0.341351717710495,0.95597064,22.72857904434204
DensMAP,n_neighbors,10,0.9045238716086174,0.9538572739250706,0.8269904060187935,0.1781071126461029,0.93486977,29.11471199989319
densne,perplexity,100,0.9280390444458241,0.9605949242220428,0.2005595123979932,0.2709896615188389,0.8950956475837378,47.61559820175171
