method,param_name,param_value,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
t-SNE,perplexity,100,0.9819801643397617,0.9775659404274221,0.6188802709097995,0.3954189121723175,1.508168289504242,3.471329927444458
Density t-SNE,lambda_density,0.008,0.9518534883114356,0.967345488496982,0.9261191735200245,0.20361490547657013,1.758839131809961,7.693705081939697
UMAP,n_neighbors,5,0.9776748942752531,0.975238613768449,0.5289552883639367,0.5257777571678162,0.6385302016862754,2.5011720657348633
DensMAP,n_neighbors,5,0.957667619231916,0.9686976657231601,0.7906998178104782,0.5246922373771667,0.6580676729857662,3.160904884338379
densne,perplexity,100,0.9803223040989981,0.9767357295995399,0.639891546420041,0.44285665512543193,1.6758803846800603,5.369656085968018
