method,param_name,param_value,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
t-SNE,perplexity,100,0.9320996448991875,0.909642287089979,0.4238697393230495,-0.12891145050525665,0.4006295,11.273301124572754
Density t-SNE,lambda_density,0.0005,0.9019808767178252,0.8403376467047848,0.7902316287904102,-0.13228434324264526,1.0244712,42.523154973983765
densne,perplexity,75,0.9303480268833384,0.8997765031597954,0.49975119670153384,-0.1273217659127227,0.5013513150421481,15.240713119506836
