method,param_name,param_value,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
t-SNE,perplexity,30,0.9999958952753536,0.9993414825960477,0.17238916059262857,nan,6.322903950602742,5.966243267059326
Density t-SNE,lambda_density,0.002,0.9953007122078443,0.9821037014745712,0.9902958191582526,nan,4.1381822305508225,41.494807958602905
UMAP,n_neighbors,15,0.9990199297823252,0.9999840666064801,0.1309803378773475,nan,1.091025239917802,6.632081747055054
DensMAP,n_neighbors,100,0.9994465482997291,0.9999158872504765,0.991495962361191,nan,1.528217101348289,15.26780891418457
densne,perplexity,5,0.9999999759253686,0.9999999799378072,0.5950558882852935,nan,8.905521004375549,6.3588738441467285
