dataset,method,seed,param1_name,param1_value,param2_name,param2_value,AUROC_kNN,AUROC_LOF,AUROC_IF,AUROC_centroid,AUROC_linear,AUPRC_kNN,AUPRC_LOF,AUPRC_IF,AUPRC_centroid,AUPRC_linear
pbmc,HIGH-D,0,,,,,0.9434082397003745,0.9227340823970037,0.9267166042446942,0.9383770287141073,1.0,0.5432204027200868,0.3624467192457579,0.25743551734130826,0.5507082485916646,1.0
pbmc,HIGH-D,1,,,,,0.9434082397003745,0.9227340823970037,0.9267166042446942,0.9383770287141073,1.0,0.5432204027200868,0.3624467192457579,0.25743551734130826,0.5507082485916646,1.0
pbmc,HIGH-D,2,,,,,0.9434082397003745,0.9227340823970037,0.9267166042446942,0.9383770287141073,1.0,0.5432204027200868,0.3624467192457579,0.25743551734130826,0.5507082485916646,1.0
pbmc,HIGH-D,3,,,,,0.9434082397003745,0.9227340823970037,0.9267166042446942,0.9383770287141073,1.0,0.5432204027200868,0.3624467192457579,0.25743551734130826,0.5507082485916646,1.0
pbmc,HIGH-D,4,,,,,0.9434082397003745,0.9227340823970037,0.9267166042446942,0.9383770287141073,1.0,0.5432204027200868,0.3624467192457579,0.25743551734130826,0.5507082485916646,1.0
pbmc,DR-SNE,0,lambda,0.0,k_density,40.0,0.8191510611735331,0.7171535580524345,0.8211610486891386,0.831023720349563,0.6593632958801497,0.2181393256713669,0.12955059319689077,0.3257046779450541,0.23028903254131464,0.28172571616213565
pbmc,DR-SNE,0,lambda,0.0,k_density,80.0,0.9148564294631711,0.9138451935081149,0.9152684144818977,0.9240574282147316,0.6234706616729089,0.5898834136138555,0.2733491535357557,0.5523363242358713,0.6315266466698133,0.4257124304437186
pbmc,DR-SNE,0,lambda,0.0,k_density,300.0,0.9033583021223471,0.7144569288389513,0.9094631710362047,0.9197627965043697,0.5272534332084895,0.18300469311640657,0.04393362954682908,0.20474933468588552,0.2292050915773959,0.10859571005891673
pbmc,DR-SNE,0,lambda,5e-05,k_density,40.0,0.9033333333333333,0.8916978776529338,0.9015730337078651,0.9049687890137328,0.6284394506866415,0.46147683966979575,0.2253750224645621,0.4116945241015374,0.46437094522935485,0.3971557497317176
pbmc,DR-SNE,0,lambda,5e-05,k_density,80.0,0.8966167290886392,0.8648314606741573,0.8946816479400749,0.8979525593008739,0.8060174781523096,0.39682058261328257,0.16835685402359482,0.46831502852832296,0.4717415673497886,0.3206695273990374
pbmc,DR-SNE,0,lambda,5e-05,k_density,300.0,0.892983770287141,0.824294631710362,0.8957178526841449,0.9057303370786517,0.579538077403246,0.1846065505850929,0.04045153021064177,0.20707799348423822,0.2272799016592787,0.0746959842084153
pbmc,DR-SNE,0,lambda,0.0001,k_density,40.0,0.8700624219725344,0.8122846441947565,0.8704494382022472,0.8768414481897627,0.6404993757802747,0.4245227974726296,0.15277300493892904,0.3840323859206495,0.42260585682332874,0.41039351342394664
pbmc,DR-SNE,0,lambda,0.0001,k_density,80.0,0.9011485642946316,0.8655680399500625,0.9054806491885143,0.9084269662921348,0.7519850187265917,0.5174578802535927,0.19935741049466263,0.5564688432919348,0.5634129793908003,0.43866076712347013
pbmc,DR-SNE,0,lambda,0.0001,k_density,300.0,0.9018102372034957,0.8726342072409489,0.9050062421972535,0.9082147315855181,0.7001123595505616,0.19954272700763542,0.06971237459560707,0.22842569014318567,0.21641763284728546,0.07407348309945097
pbmc,DR-SNE,0,lambda,0.0002,k_density,40.0,0.8897627965043695,0.8747940074906367,0.8898252184769039,0.8920474406991261,0.6375280898876404,0.3985579764058984,0.25517954683972194,0.4599822115397601,0.390438521698415,0.28474726137791384
pbmc,DR-SNE,0,lambda,0.0002,k_density,80.0,0.8897003745318351,0.8531710362047442,0.8912983770287141,0.8947565543071161,0.6689637952559301,0.4361302755798961,0.1338293477363787,0.49622903383740874,0.5124837820567132,0.3701043913461577
pbmc,DR-SNE,0,lambda,0.0002,k_density,300.0,0.9075655430711611,0.7478277153558053,0.9079650436953808,0.9222846441947566,0.6372784019975031,0.2261660271253614,0.03745439578990867,0.2446109499048173,0.30488157700914587,0.08134807484759868
pbmc,DR-SNE,0,lambda,0.0005,k_density,40.0,0.9179275905118601,0.8871660424469413,0.914669163545568,0.9178901373283396,0.6128089887640449,0.5802476933711875,0.4167440479307152,0.4696363987048278,0.5973925912214226,0.3730979257550181
pbmc,DR-SNE,0,lambda,0.0005,k_density,80.0,0.9121722846441949,0.8781897627965043,0.9123720349563046,0.9144444444444444,0.7490387016229713,0.39849553421936984,0.14585371431887903,0.5499154636529998,0.4517508633966338,0.32905025780076547
pbmc,DR-SNE,0,lambda,0.0005,k_density,300.0,0.9229712858926342,0.8593133583021225,0.9249313358302123,0.93187265917603,0.48038701622971286,0.21929144771881692,0.06078145890442356,0.2619569165437764,0.2608561468863507,0.11054518139046304
pbmc,DR-SNE,0,lambda,0.001,k_density,40.0,0.8665418227215981,0.7951186017478153,0.8673408239700374,0.8721223470661673,0.6239950062421973,0.2707079002421774,0.11535581115322052,0.3032022483765835,0.2884280568707726,0.3086769251489795
pbmc,DR-SNE,0,lambda,0.001,k_density,80.0,0.8922846441947565,0.8948439450686642,0.8872784019975032,0.896354556803995,0.7745193508114857,0.5185894632129681,0.11749365324373652,0.601225640996149,0.594544746227762,0.333385730472884
pbmc,DR-SNE,0,lambda,0.001,k_density,300.0,0.8952184769038701,0.6385767790262172,0.9049438202247191,0.915230961298377,0.505230961298377,0.22304587356476596,0.05602607816526934,0.24515532857861802,0.25861421476837854,0.139795864575341
pbmc,DR-SNE,0,lambda,0.002,k_density,40.0,0.914394506866417,0.9067540574282147,0.9141323345817728,0.9203495630461923,0.6171161048689138,0.6661308451517058,0.3268831008733822,0.6015335460083897,0.6917248846754795,0.446799482446663
pbmc,DR-SNE,0,lambda,0.002,k_density,80.0,0.9071535580524345,0.8961173533083645,0.903645443196005,0.9099500624219726,0.8044943820224718,0.6867010870728562,0.2655365518714367,0.6069203849828219,0.7071883371402137,0.413930857893225
pbmc,DR-SNE,0,lambda,0.002,k_density,300.0,0.927378277153558,0.8709862671660424,0.9260549313358303,0.9318352059925095,0.6659300873907615,0.2136251715240245,0.0555304284470476,0.1931242627539688,0.2518090956957573,0.033828613747947926
pbmc,DR-SNE,0,lambda,0.005,k_density,40.0,0.9047440699126093,0.8758177278401998,0.9009363295880148,0.9047815230961298,0.6487390761548064,0.4386542016094752,0.2258361082847782,0.46046105279995997,0.4936047856339014,0.4467979694231554
pbmc,DR-SNE,0,lambda,0.005,k_density,80.0,0.9110611735330836,0.8569787765293383,0.9126466916354558,0.919900124843945,0.7490012484394506,0.5224865695308202,0.15573563917451025,0.5602899862809708,0.5841357722274335,0.3827205139103605
pbmc,DR-SNE,0,lambda,0.005,k_density,300.0,0.8897378277153558,0.8568164794007491,0.8949937578027466,0.9010736579275905,0.5806367041198502,0.2112662891852426,0.08224358706650402,0.23950296628411946,0.24591522719525644,0.04409667521089093
