method,param_name,param_value,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
DR-SNE,lambda_density,0.001,0.9958067689838499,0.9825636794061591,0.9825358439477403,nan,4.811608645377995,85.36851596832275
DenSNE,dens_lambda,1.0,0.9991856354699569,0.9887175122880931,0.42499530352793374,nan,3.9761504300583344,9.718098163604736
t-SNE,perplexity,10,0.9999010372153676,0.9983056314575183,0.10332917084323878,nan,8.736966711419521,17.089848279953003
PaCMAP,n_neighbors,30,0.999970885745812,0.9999741077339753,0.4819548570481735,nan,1.4318329636851772,1.909656286239624
UMAP,n_neighbors,5,0.9955895917343766,0.9998649011937004,0.05686578552506402,nan,0.9003764080783208,12.652461290359497
DensMAP,dens_lambda,4.0,0.9906369104223092,0.9977835851138529,0.9482477892562136,nan,1.2510819278046772,9.35461711883545
