method,param_name,param_value,auroc,auprc,time_sec
RAW,-,-,0.9464285714285714,0.8568451832626531,0
PCA,-,-,0.9302631578947369,0.8403742429389973,0.017637252807617188
t-SNE,perplexity_ee,2_4,0.2621553884711779,0.1211652736059674,0.6792581081390381
t-SNE,perplexity_ee,2_12,0.3028822055137844,0.12673120991714484,0.7479140758514404
t-SNE,perplexity_ee,2_24,0.26810776942355885,0.1219084706174391,0.8832530975341797
t-SNE,perplexity_ee,2_36,0.2412907268170426,0.11923116754724404,1.0281119346618652
t-SNE,perplexity_ee,2_48,0.31785714285714284,0.13020238232267559,0.8983397483825684
t-SNE,perplexity_ee,2_60,0.2406641604010025,0.11918879713590234,0.8693029880523682
t-SNE,perplexity_ee,5_4,0.49160401002506265,0.16703676745796012,0.707381010055542
t-SNE,perplexity_ee,5_12,0.5450501253132832,0.18837903295925493,0.8009960651397705
t-SNE,perplexity_ee,5_24,0.5457393483709274,0.1842134199515283,0.9165399074554443
t-SNE,perplexity_ee,5_36,0.5267543859649122,0.17807864199522994,0.8576171398162842
t-SNE,perplexity_ee,5_48,0.5249373433583959,0.1774744323904457,0.8846960067749023
t-SNE,perplexity_ee,5_60,0.437531328320802,0.15336747841975099,0.892005205154419
t-SNE,perplexity_ee,10_4,0.6029448621553885,0.21528823540327602,0.7558610439300537
t-SNE,perplexity_ee,10_12,0.631516290726817,0.23583444191805703,0.9716620445251465
t-SNE,perplexity_ee,10_24,0.7075814536340852,0.28913108874093535,0.9376249313354492
t-SNE,perplexity_ee,10_36,0.6180451127819548,0.2177931816864301,0.9028189182281494
t-SNE,perplexity_ee,10_48,0.6552631578947368,0.23288660278481704,0.9432539939880371
t-SNE,perplexity_ee,10_60,0.6103383458646616,0.21458984319846222,0.921846866607666
t-SNE,perplexity_ee,30_4,0.7882832080200501,0.43734211880186247,1.0095000267028809
t-SNE,perplexity_ee,30_12,0.8221177944862155,0.48236349572618614,1.120192050933838
t-SNE,perplexity_ee,30_24,0.8098997493734336,0.45842830374451676,1.1217505931854248
