method,param_name,param_value,auroc,auprc,time_sec
RAW,-,-,0.7474367337622164,0.3988922058103168,0
PCA,-,-,0.827714005970723,0.5259431978291116,0.02295994758605957
t-SNE,perplexity_ee,2_4,0.6262332186041483,0.30578026206666087,26.13406991958618
t-SNE,perplexity_ee,2_12,0.6539445815988804,0.3071042119485853,23.20609998703003
t-SNE,perplexity_ee,2_24,0.7051207659824963,0.3576945332397744,23.64891791343689
t-SNE,perplexity_ee,2_36,0.6846737426342061,0.32096931139877116,24.279746055603027
t-SNE,perplexity_ee,2_48,0.6687284282101646,0.3093642807551218,25.740390062332153
t-SNE,perplexity_ee,2_60,0.6456341040011052,0.3014681325618441,24.5466251373291
t-SNE,perplexity_ee,5_4,0.5739976813892442,0.2802167293387656,21.657719135284424
t-SNE,perplexity_ee,5_12,0.5349885571153119,0.2594273788306015,21.686523914337158
t-SNE,perplexity_ee,5_24,0.6049812889313366,0.3067443441009352,21.820548057556152
t-SNE,perplexity_ee,5_36,0.5810241531964992,0.29010060366339085,21.97726798057556
t-SNE,perplexity_ee,5_48,0.5765452699739907,0.2924212836721458,22.256408214569092
t-SNE,perplexity_ee,5_60,0.60809759789523,0.30912115978818544,22.865427017211914
t-SNE,perplexity_ee,10_4,0.4230522768637486,0.19328971864275363,22.16363286972046
t-SNE,perplexity_ee,10_12,0.4231455018350663,0.18704474669842536,22.173185110092163
t-SNE,perplexity_ee,10_24,0.43952570594489393,0.20443914268632749,21.78354001045227
t-SNE,perplexity_ee,10_36,0.4338447491875852,0.19396760176548977,21.83235788345337
t-SNE,perplexity_ee,10_48,0.423068374990239,0.1913706280087769,22.01499891281128
t-SNE,perplexity_ee,10_60,0.42670679184762045,0.1897948260842544,22.799679040908813
t-SNE,perplexity_ee,30_4,0.3185708708005214,0.1513004667853794,23.99715828895569
t-SNE,perplexity_ee,30_12,0.3267270947086419,0.1564540575025478,22.92873191833496
t-SNE,perplexity_ee,30_24,0.3156965142750737,0.1542474693277772,23.906993865966797
t-SNE,perplexity_ee,30_36,0.3223162080502646,0.15403886454447624,24.47750496864319
t-SNE,perplexity_ee,30_48,0.3371348938905207,0.1604287718197897,24.85459589958191
t-SNE,perplexity_ee,30_60,0.3075347641444266,0.15183227477113626,27.886603832244873
t-SNE,perplexity_ee,50_4,0.2986423512875498,0.15101423232071065,25.213507890701294
t-SNE,perplexity_ee,50_12,0.28859976333351356,0.14753517708158098,25.194631814956665
t-SNE,perplexity_ee,50_24,0.2854000804906325,0.14769239595250427,26.301537036895752
t-SNE,perplexity_ee,50_36,0.28845103586638554,0.14808991289296414,25.787518978118896
t-SNE,perplexity_ee,50_48,0.2828700316556442,0.1465927116223578,26.292246103286743
t-SNE,perplexity_ee,50_60,0.2924950294031079,0.14797722128517204,25.543076038360596
t-SNE,perplexity_ee,80_4,0.2540829774325891,0.1422715964931512,28.80510687828064
t-SNE,perplexity_ee,80_12,0.2421218291796563,0.14016889267767244,29.125035047531128
t-SNE,perplexity_ee,80_24,0.2377407360688135,0.1392397387595661,29.679524898529053
t-SNE,perplexity_ee,80_36,0.24066290643264315,0.1391652327456676,29.365978240966797
t-SNE,perplexity_ee,80_48,0.24887150931949376,0.1415734568262452,30.046679973602295
t-SNE,perplexity_ee,80_60,0.25140011653121414,0.13889157169079122,29.26759696006775
t-SNE,perplexity_ee,100_4,0.22425579202181656,0.13711928638289483,30.711904048919678
t-SNE,perplexity_ee,100_12,0.2173838141747608,0.1358630543688959,30.375399112701416
t-SNE,perplexity_ee,100_24,0.21354861574132472,0.13472937923072634,31.469609022140503
t-SNE,perplexity_ee,100_36,0.21717598015365303,0.1351553304781657,33.157228231430054
t-SNE,perplexity_ee,100_48,0.23976837919497354,0.138924991215384,32.14930510520935
t-SNE,perplexity_ee,100_60,0.23344517927186012,0.13941266493710644,38.07848787307739
t-SNE,perplexity_ee,120_4,0.20701517909165723,0.13246170700560972,32.2730507850647
t-SNE,perplexity_ee,120_12,0.20180803584836526,0.1333239332299003,33.509084701538086
t-SNE,perplexity_ee,120_24,0.199235459126977,0.13334703377344237,33.179139852523804
t-SNE,perplexity_ee,120_36,0.20772349665723605,0.1354271063827191,33.56090593338013
t-SNE,perplexity_ee,120_48,0.21191477603781858,0.13309991247999656,35.09781503677368
t-SNE,perplexity_ee,120_60,0.21815171883540868,0.13507251245663382,33.87141013145447
UMAP,n_neighbors_min_dist,5_0.0,0.4485022134923924,0.21473052166786913,2.8667116165161133
UMAP,n_neighbors_min_dist,5_0.1,0.48034406741991487,0.23508550121492008,2.8644888401031494
UMAP,n_neighbors_min_dist,5_0.3,0.49432589095321333,0.22002077490994376,2.8454678058624268
UMAP,n_neighbors_min_dist,5_0.5,0.5374909748376673,0.2526701958416107,2.882625102996826
UMAP,n_neighbors_min_dist,5_0.7,0.4920385153683047,0.2116948607773015,2.844472885131836
UMAP,n_neighbors_min_dist,5_1.0,0.6669139050570942,0.3012814420381338,2.8490371704101562
UMAP,n_neighbors_min_dist,10_0.0,0.3264051321788334,0.16376310775305725,3.8624088764190674
UMAP,n_neighbors_min_dist,10_0.1,0.31060902576300914,0.1500862087095136,3.8619940280914307
UMAP,n_neighbors_min_dist,10_0.3,0.3251929672811586,0.15292005357618388,3.8470101356506348
UMAP,n_neighbors_min_dist,10_0.5,0.4289384246661741,0.19844975762340106,3.8501529693603516
UMAP,n_neighbors_min_dist,10_0.7,0.5151876212615405,0.23634071937738332,3.8551502227783203
UMAP,n_neighbors_min_dist,10_1.0,0.6222264670018441,0.28729343103000454,3.8464419841766357
UMAP,n_neighbors_min_dist,30_0.0,0.3017106061425165,0.14700315057555532,6.206157207489014
UMAP,n_neighbors_min_dist,30_0.1,0.28033830092684364,0.14301408040624905,6.185403108596802
UMAP,n_neighbors_min_dist,30_0.3,0.2714206596627803,0.14119755874596032,6.174331903457642
UMAP,n_neighbors_min_dist,30_0.5,0.34080670835360616,0.15683447850915438,6.173391819000244
UMAP,n_neighbors_min_dist,30_0.7,0.4175928495485917,0.17924350018856405,6.180220127105713
UMAP,n_neighbors_min_dist,30_1.0,0.5545905489581269,0.23824309094853982,6.174311876296997
UMAP,n_neighbors_min_dist,50_0.0,0.2650465223842046,0.1407577230313919,7.606996059417725
UMAP,n_neighbors_min_dist,50_0.1,0.2603278491581521,0.1395025187329384,7.576515197753906
UMAP,n_neighbors_min_dist,50_0.3,0.2712320472852432,0.14262295823447813,7.565691947937012
UMAP,n_neighbors_min_dist,50_0.5,0.3197381051063497,0.1533266942120327,7.586907863616943
UMAP,n_neighbors_min_dist,50_0.7,0.402649463295671,0.17766997797953,7.570095777511597
UMAP,n_neighbors_min_dist,50_1.0,0.5527664149832712,0.23354612269282873,7.567735910415649
UMAP,n_neighbors_min_dist,75_0.0,0.2602846004601181,0.13886718718765562,9.13690996170044
UMAP,n_neighbors_min_dist,75_0.1,0.22478871208981313,0.13438180522839532,9.144415855407715
UMAP,n_neighbors_min_dist,75_0.3,0.2492994311594856,0.1374940125863751,9.106575965881348
UMAP,n_neighbors_min_dist,75_0.5,0.306141675526643,0.15005842964841273,9.09984803199768
UMAP,n_neighbors_min_dist,75_0.7,0.3864838207822008,0.1754248128290563,9.084805727005005
UMAP,n_neighbors_min_dist,75_1.0,0.5109869713297173,0.2294987615804276,9.113091230392456
UMAP,n_neighbors_min_dist,100_0.0,0.25247292451300163,0.13593452242946658,10.551485776901245
UMAP,n_neighbors_min_dist,100_0.1,0.22622577021726464,0.13214406241355514,10.414413928985596
UMAP,n_neighbors_min_dist,100_0.3,0.22870656359060304,0.13394484811831525,10.397536993026733
UMAP,n_neighbors_min_dist,100_0.5,0.29984538590452847,0.1533467041994695,10.57305383682251
UMAP,n_neighbors_min_dist,100_0.7,0.39368328738159164,0.17708772269450884,10.502413749694824
UMAP,n_neighbors_min_dist,100_1.0,0.4950942761549505,0.21284240715667166,10.69593596458435
UMAP,n_neighbors_min_dist,120_0.0,0.23319914223415567,0.13315588307987963,11.171475172042847
UMAP,n_neighbors_min_dist,120_0.1,0.2214556790946606,0.13276349825840694,11.256772756576538
UMAP,n_neighbors_min_dist,120_0.3,0.24910216904234167,0.13763823565991606,11.146405935287476
UMAP,n_neighbors_min_dist,120_0.5,0.3104922542783174,0.15539795680016713,11.167954206466675
UMAP,n_neighbors_min_dist,120_0.7,0.3962147778398477,0.17799015818621583,11.236546039581299
UMAP,n_neighbors_min_dist,120_1.0,0.5079360159539642,0.22031408639571062,11.167151927947998
PaCMAP,n_neighbors_MN,5_0.3,0.31626187086659585,0.16303138029163558,0.5752928256988525
PaCMAP,n_neighbors_MN,5_0.5,0.31626187086659585,0.16303138029163558,0.5676729679107666
