method,param_name,param_value,auroc,auprc,time_sec
RAW,-,-,0.9464285714285714,0.8568451832626531,0
PCA,-,-,0.9302631578947369,0.8403742429389973,0.020183086395263672
t-SNE,perplexity_ee,2_4,0.28984962406015036,0.12477531970728063,0.7313361167907715
t-SNE,perplexity_ee,2_12,0.24624060150375937,0.12050126018979604,0.753154993057251
t-SNE,perplexity_ee,2_24,0.29799498746867165,0.1270586451862817,0.797753095626831
t-SNE,perplexity_ee,2_36,0.3427944862155389,0.13348693776911322,0.8141021728515625
t-SNE,perplexity_ee,2_48,0.3458646616541353,0.1349636451198878,0.8504238128662109
t-SNE,perplexity_ee,2_60,0.24285714285714285,0.13640235362873218,0.8991799354553223
t-SNE,perplexity_ee,5_4,0.5050751879699249,0.1722948171528415,0.728175163269043
t-SNE,perplexity_ee,5_12,0.5266290726817042,0.18442859022453773,0.7956898212432861
t-SNE,perplexity_ee,5_24,0.4897869674185464,0.16602158156044622,0.9212079048156738
t-SNE,perplexity_ee,5_36,0.4968671679197995,0.17173326908217856,0.8706157207489014
t-SNE,perplexity_ee,5_48,0.41171679197994987,0.14702414510807865,0.8868169784545898
t-SNE,perplexity_ee,5_60,0.5151002506265665,0.17466422293552497,0.9085860252380371
t-SNE,perplexity_ee,10_4,0.5902255639097744,0.20614288608846315,0.7914431095123291
t-SNE,perplexity_ee,10_12,0.6270050125313283,0.2237768702758488,0.8714919090270996
t-SNE,perplexity_ee,10_24,0.6579573934837093,0.24793563426501816,0.9242191314697266
t-SNE,perplexity_ee,10_36,0.7459273182957392,0.3209647174096541,0.9502532482147217
t-SNE,perplexity_ee,10_48,0.6600250626566416,0.24293536364767856,0.9642319679260254
t-SNE,perplexity_ee,10_60,0.6326441102756892,0.22236663769413662,0.9571566581726074
t-SNE,perplexity_ee,30_4,0.793483709273183,0.5265578299557542,1.0008270740509033
t-SNE,perplexity_ee,30_12,0.7966165413533834,0.5423810241466356,1.1539649963378906
t-SNE,perplexity_ee,30_24,0.7655388471177945,0.36913872896167826,1.1365869045257568
t-SNE,perplexity_ee,30_36,0.8040726817042607,0.4512557346617428,1.1402349472045898
t-SNE,perplexity_ee,30_48,0.7602130325814537,0.36699665830387157,1.1174547672271729
t-SNE,perplexity_ee,30_60,0.8270050125313284,0.5145181068470537,1.104330062866211
t-SNE,perplexity_ee,50_4,0.82531328320802,0.5653694960207363,1.133558988571167
t-SNE,perplexity_ee,50_12,0.8355263157894737,0.6156914121607363,1.3123760223388672
t-SNE,perplexity_ee,50_24,0.8856516290726817,0.7117818882328618,1.305940866470337
t-SNE,perplexity_ee,50_36,0.8270050125313283,0.5766784980709084,1.337968111038208
t-SNE,perplexity_ee,50_48,0.8184837092731829,0.5066343984244833,1.2834019660949707
t-SNE,perplexity_ee,50_60,0.8597744360902256,0.6240853887206577,1.3027441501617432
t-SNE,perplexity_ee,80_4,0.8539473684210527,0.6439520681393637,0.6926050186157227
t-SNE,perplexity_ee,80_12,0.8864661654135338,0.7720213339047686,1.1310408115386963
t-SNE,perplexity_ee,80_24,0.9014411027568922,0.7850736470581173,1.4104137420654297
t-SNE,perplexity_ee,80_36,0.906829573934837,0.7795897310602979,1.380059003829956
t-SNE,perplexity_ee,80_48,0.8928571428571429,0.729626503641849,1.401336669921875
t-SNE,perplexity_ee,80_60,0.8726190476190476,0.6434726870988549,1.4057509899139404
t-SNE,perplexity_ee,100_4,0.8590852130325815,0.6283421302047952,0.8303239345550537
t-SNE,perplexity_ee,100_12,0.8954260651629072,0.7301427355405852,1.4586613178253174
t-SNE,perplexity_ee,100_24,0.9070175438596492,0.7929963182961361,1.465123176574707
t-SNE,perplexity_ee,100_36,0.8468671679197995,0.5825172594182252,1.4753599166870117
t-SNE,perplexity_ee,100_48,0.8574561403508772,0.5625078772610915,1.4709031581878662
t-SNE,perplexity_ee,100_60,0.8920426065162907,0.6652362692601169,1.3821120262145996
t-SNE,perplexity_ee,120_4,0.8907268170426065,0.689697571675889,1.2711491584777832
t-SNE,perplexity_ee,120_12,0.9180451127819549,0.7551186588393323,1.4787390232086182
t-SNE,perplexity_ee,120_24,0.893859649122807,0.7299359685906733,1.4782421588897705
t-SNE,perplexity_ee,120_36,0.8913533834586466,0.7248706829235125,1.2735671997070312
t-SNE,perplexity_ee,120_48,0.893107769423559,0.7168681249304252,1.4649937152862549
t-SNE,perplexity_ee,120_60,0.8776942355889724,0.6865051145429568,1.4578380584716797
UMAP,n_neighbors_min_dist,5_0.0,0.5282581453634085,0.17862988522160944,0.32572269439697266
UMAP,n_neighbors_min_dist,5_0.1,0.4923558897243108,0.17329630512458094,0.302340030670166
UMAP,n_neighbors_min_dist,5_0.3,0.5300751879699249,0.18095388238279989,0.307340145111084
UMAP,n_neighbors_min_dist,5_0.5,0.44160401002506267,0.15351576064353423,0.30448102951049805
UMAP,n_neighbors_min_dist,5_0.7,0.418859649122807,0.14805174620026904,0.30236220359802246
UMAP,n_neighbors_min_dist,5_1.0,0.4351503759398496,0.15195370982018516,0.30106329917907715
UMAP,n_neighbors_min_dist,10_0.0,0.5447368421052632,0.23181353913230426,0.6075029373168945
UMAP,n_neighbors_min_dist,10_0.1,0.6828320802005012,0.28346213447704915,0.6088969707489014
UMAP,n_neighbors_min_dist,10_0.3,0.6081453634085213,0.2539059396350304,0.608288049697876
UMAP,n_neighbors_min_dist,10_0.5,0.5528822055137844,0.2166563811482459,0.6076109409332275
UMAP,n_neighbors_min_dist,10_0.7,0.5218045112781955,0.19956573494628466,0.6084508895874023
UMAP,n_neighbors_min_dist,10_1.0,0.4834586466165413,0.17759055210391034,0.6072998046875
UMAP,n_neighbors_min_dist,30_0.0,0.650125313283208,0.3359184277586705,1.8737940788269043
UMAP,n_neighbors_min_dist,30_0.1,0.6544486215538847,0.40752674988768584,1.8696660995483398
