method,param_name,param_value,auroc,auprc,time_sec
RAW,-,-,0.6794462301330921,0.13525331908279925,0
PCA,-,-,0.709555498126373,0.18526274704685847,0.021420955657958984
t-SNE,perplexity_ee,2_4,0.5166264213722703,0.0761373365600296,19.791863918304443
t-SNE,perplexity_ee,2_12,0.5529521740534953,0.08224101946732595,17.85322618484497
t-SNE,perplexity_ee,2_24,0.5344490971055692,0.07718409255203024,19.02240014076233
t-SNE,perplexity_ee,2_36,0.47477468019123914,0.06835205911933961,19.975597858428955
t-SNE,perplexity_ee,2_48,0.48817777652151445,0.07306743184092322,20.980111122131348
t-SNE,perplexity_ee,2_60,0.5462581971184908,0.08965273825016745,23.094564199447632
t-SNE,perplexity_ee,5_4,0.6335696230133092,0.14413441802421229,15.46607494354248
t-SNE,perplexity_ee,5_12,0.602405430288151,0.12770162428761794,16.23849606513977
t-SNE,perplexity_ee,5_24,0.5540141652668303,0.10861252461271567,16.519108772277832
t-SNE,perplexity_ee,5_36,0.5879040008399018,0.11559891285904711,16.633533239364624
t-SNE,perplexity_ee,5_48,0.5449983444243442,0.10479643493645033,16.570003032684326
t-SNE,perplexity_ee,5_60,0.5771568920403153,0.11125395109247857,17.035137176513672
t-SNE,perplexity_ee,10_4,0.6143407174699574,0.11945178231476208,15.897308111190796
t-SNE,perplexity_ee,10_12,0.5986036632639876,0.10894597552697954,16.08327007293701
t-SNE,perplexity_ee,10_24,0.6040711009174312,0.1044440362019986,16.292905807495117
t-SNE,perplexity_ee,10_36,0.6052824977387259,0.11022264497224651,16.32277512550354
t-SNE,perplexity_ee,10_48,0.6215495380540121,0.11758951379725806,17.254189014434814
t-SNE,perplexity_ee,10_60,0.5665167899599431,0.09632236680445354,16.653131008148193
t-SNE,perplexity_ee,30_4,0.5933936474350692,0.11850952655225327,17.33724594116211
t-SNE,perplexity_ee,30_12,0.6009699250549166,0.11937092056592334,17.562588214874268
t-SNE,perplexity_ee,30_24,0.5894626647499677,0.1133302135747385,17.526516914367676
t-SNE,perplexity_ee,30_36,0.5775293965628634,0.09822098196727619,17.646245002746582
t-SNE,perplexity_ee,30_48,0.5761130717792997,0.10294040965708126,17.95155620574951
t-SNE,perplexity_ee,30_60,0.5997131008528234,0.11042635596676942,18.25570011138916
t-SNE,perplexity_ee,50_4,0.5808829467631477,0.10798117372169656,18.764405965805054
t-SNE,perplexity_ee,50_12,0.5811746914976095,0.10768297267734693,19.98682475090027
t-SNE,perplexity_ee,50_24,0.5702075122754878,0.09871209189909275,19.803470849990845
t-SNE,perplexity_ee,50_36,0.5772992311668175,0.10102306783151377,19.522422790527344
t-SNE,perplexity_ee,50_48,0.5781159145238404,0.10599911961390769,20.846994876861572
t-SNE,perplexity_ee,50_60,0.5867521643623207,0.11496650371904674,20.25417995452881
t-SNE,perplexity_ee,80_4,0.584696827755524,0.11257088097767629,22.065623998641968
t-SNE,perplexity_ee,80_12,0.5876142751001421,0.11009819387188387,23.05031108856201
t-SNE,perplexity_ee,80_24,0.59011984752552,0.12440725921388598,23.418725728988647
t-SNE,perplexity_ee,80_36,0.5850259238919757,0.10743871832466262,22.557679891586304
t-SNE,perplexity_ee,80_48,0.5917209103243313,0.11752534733268212,24.307502269744873
t-SNE,perplexity_ee,80_60,0.5968552138519189,0.1536775445334651,23.532876014709473
t-SNE,perplexity_ee,100_4,0.5940821246285051,0.11913387851222346,24.144156217575073
t-SNE,perplexity_ee,100_12,0.5945202464788732,0.12335662692819742,24.945343017578125
t-SNE,perplexity_ee,100_24,0.5839861416203644,0.1073252572030763,26.32990002632141
t-SNE,perplexity_ee,100_36,0.5992850739759659,0.12157184250821651,24.422582149505615
t-SNE,perplexity_ee,100_48,0.5956256460783047,0.114219699795523,29.45822286605835
t-SNE,perplexity_ee,100_60,0.6029364258948186,0.1259039695417709,24.93437910079956
t-SNE,perplexity_ee,120_4,0.5958810489081277,0.11832978176710815,26.204524040222168
t-SNE,perplexity_ee,120_12,0.5999775891588061,0.11817865150365436,26.125159978866577
t-SNE,perplexity_ee,120_24,0.5944253537278719,0.12137956373704123,28.120543003082275
t-SNE,perplexity_ee,120_36,0.5907709733169659,0.11428389375483958,25.05130910873413
t-SNE,perplexity_ee,120_48,0.597815245832795,0.11370815765460582,28.63965106010437
t-SNE,perplexity_ee,120_60,0.609350772063574,0.1252499161750742,24.475093126296997
UMAP,n_neighbors_min_dist,5_0.0,0.5709676637808503,0.12061097167642759,8.284939050674438
UMAP,n_neighbors_min_dist,5_0.1,0.5322322409225998,0.09947416455547307,8.2184157371521
UMAP,n_neighbors_min_dist,5_0.3,0.5089966403928156,0.09274265342111387,8.25372314453125
UMAP,n_neighbors_min_dist,5_0.5,0.5674021191368395,0.12565105679832328,8.218403100967407
UMAP,n_neighbors_min_dist,5_0.7,0.6091872334926993,0.11467008001136933,8.217271089553833
UMAP,n_neighbors_min_dist,5_1.0,0.5802429254425636,0.12077673787067789,8.228734254837036
UMAP,n_neighbors_min_dist,10_0.0,0.5509372173407417,0.08838132316294198,9.534819841384888
UMAP,n_neighbors_min_dist,10_0.1,0.5655335395399923,0.1125523636893212,9.455012798309326
UMAP,n_neighbors_min_dist,10_0.3,0.6215455000646078,0.1370719277003274,9.379961013793945
UMAP,n_neighbors_min_dist,10_0.5,0.5916906254037989,0.1165619635619595,9.462367057800293
UMAP,n_neighbors_min_dist,10_0.7,0.5286424683421631,0.11023977562682472,9.701438903808594
UMAP,n_neighbors_min_dist,10_1.0,0.5415236545419305,0.10179815569983938,9.318418979644775
UMAP,n_neighbors_min_dist,30_0.0,0.46788889875952966,0.07050544394652605,12.021048784255981
UMAP,n_neighbors_min_dist,30_0.1,0.46863289830727484,0.07431522763406805,11.79710578918457
UMAP,n_neighbors_min_dist,30_0.3,0.4744385175733299,0.08258346723648463,11.755242109298706
UMAP,n_neighbors_min_dist,30_0.5,0.5007288570874789,0.08572616610668103,11.73605990409851
UMAP,n_neighbors_min_dist,30_0.7,0.5470970894172373,0.1095074273111919,11.711436033248901
UMAP,n_neighbors_min_dist,30_1.0,0.5722325639617521,0.11574452978481499,11.740226030349731
