method,AUPRC_kNN_mean,AUPRC_kNN_std,AUPRC_LOF_mean,AUPRC_LOF_std,AUPRC_IF_mean,AUPRC_IF_std,AUPRC_centroid_mean,AUPRC_centroid_std,AUPRC_linear_mean,AUPRC_linear_std,selected_by,best_params
DR-SNE,0.1132383435561679,0.0050988107236436,0.1027894558391337,0.0126650326730451,0.1184569023641415,0.0056264780326867,0.114282593812756,0.0047268267598401,0.1061146729028921,0.0105447011535262,AUPRC_IF,"lambda=1.0, k_density=40.0"
HIGH-D,0.122040765429418,0.0,0.1244843076726147,0.0,0.0985065154321092,0.0,0.102875724425105,0.0,0.9134919726728702,0.0,AUPRC_IF,
