method,AUPRC_kNN_mean,AUPRC_kNN_std,AUPRC_LOF_mean,AUPRC_LOF_std,AUPRC_IF_mean,AUPRC_IF_std,AUPRC_centroid_mean,AUPRC_centroid_std,AUPRC_linear_mean,AUPRC_linear_std,selected_by,best_params
DR-SNE,0.2896328662696935,0.0234812278515684,0.1673223009480215,0.0141316236419255,0.512551033589015,0.062410114184618,0.4507173794409524,0.0402058252026876,0.4253629331830213,0.0584728614119931,AUPRC_IF,"lambda=0.0002, k_density=40.0"
HIGH-D,0.42306238316439,0.0,0.1137432867770793,0.0,0.5374604923573937,0.0,0.4592219353966756,0.0,0.9998338125324836,0.0,AUPRC_IF,
