method,AUPRC_kNN_mean,AUPRC_kNN_std,AUPRC_LOF_mean,AUPRC_LOF_std,AUPRC_IF_mean,AUPRC_IF_std,AUPRC_centroid_mean,AUPRC_centroid_std,AUPRC_linear_mean,AUPRC_linear_std,selected_by,best_params
DR-SNE,0.1359737604006978,0.0103790494680027,0.1103736780626768,0.0120622798514877,0.1648153907584407,0.0249728474714255,0.1757461518072013,0.0396988986570576,0.3221494037745772,0.1287878894935081,AUPRC_IF,"lambda=5e-05, k_density=40.0"
HIGH-D,0.1259109993124011,0.0,0.1154198126476244,0.0,0.1208338713114849,0.0,0.1239926238860359,0.0,0.9344474922089492,0.0,AUPRC_IF,
