method,param_name,param_value,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
t-SNE,perplexity,100,0.9824169793076714,0.975676084708493,0.5806841366496157,0.4060836136341095,1.5832457621353628,3.9722118377685547
Density t-SNE,lambda_density,0.008,0.9646175815213275,0.9709712026671202,0.9262565427974353,0.20682118833065033,1.8047208227509688,8.173306941986084
UMAP,n_neighbors,5,0.9770922973096865,0.9769371130447712,0.528024120540288,0.5445092916488647,0.5845211903512236,2.5682809352874756
DensMAP,dens_lambda,2.0,0.9597001957452086,0.9719381993033889,0.7703300373781682,0.48847827315330505,0.491104531383847,5.574962854385376
densne,perplexity,100,0.9812605629084306,0.9748814525597048,0.6405169911187933,0.44666183972302437,1.634494371827867,5.527638673782349
