method,param_name,param_value,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
t-SNE,perplexity,50,0.9999977088975825,0.9997972835790951,0.09869166713195975,nan,5.466362223986653,6.334052085876465
Density t-SNE,lambda_density,0.002,0.992620660046143,0.9860565312468653,0.9918866192473447,nan,4.319134625897466,46.47775626182556
UMAP,n_neighbors,10,0.9985580258802287,0.9999733854950346,0.0991227989856035,nan,1.0396095721812035,7.244062900543213
DensMAP,dens_lambda,0.25,0.9995570388203431,0.9999814384592236,0.9451773101754426,nan,1.2812406078999266,9.356921195983887
densne,perplexity,5,0.9999999759253686,0.9999999799378072,0.5939069840246864,nan,8.905559970261404,6.360821962356567
