method,param_name,param_value,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
t-SNE,perplexity,100,0.9301386008843636,0.9629498009836993,0.18943130078749473,0.3071610927581787,0.8940353,9.31814193725586
Density t-SNE,lambda_density,0.004,0.9096750343191021,0.9508764443340715,0.9631563090857929,0.16206896305084229,0.79227686,15.12153172492981
UMAP,n_neighbors,5,0.9172189731172782,0.9565055634886144,0.03801610662076535,0.336960107088089,0.9560728,27.240549087524414
DensMAP,dens_lambda,2.0,0.9018798038120072,0.9495344191276395,0.8275640192294087,0.17343872785568237,0.9368183,35.75396394729614
densne,perplexity,75,0.9299444271986645,0.9590893124452446,0.19330683328180315,0.2948131264037044,0.8768598990484203,44.047136068344116
