method,param_name,param_value,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
t-SNE,perplexity,100,0.8812763670729773,0.9368970151004049,0.17413069257748146,0.537601888179779,0.5756818,7.256416082382202
Density t-SNE,lambda_density,0.008,0.8662245952415444,0.8961110214330553,0.9696700865599518,0.3146187961101532,1.0716044,14.770303964614868
UMAP,n_neighbors,5,0.8559343694597932,0.9130437421962846,0.034030731104698904,0.5779088735580444,0.59600085,5.179081916809082
DensMAP,dens_lambda,0.5,0.8560923408042052,0.9252191248801418,0.6393825006352598,0.5675806403160095,0.56735325,9.566012144088745
densne,perplexity,100,0.8803349682332733,0.9365137172933783,0.18179106151715083,0.5348707376804711,0.5650992537637025,9.820978879928589
