neighbors,trustworthiness,continuity,density_corr,time_sec
10,0.8049683574429337,0.8659541400219366,0.9817367252004588,24.57719397544861
50,0.8573855121651732,0.8901805150279727,0.9697882151118592,26.936755895614624
250,0.8747482047143065,0.8969004780530204,0.9564003718726657,35.8537700176239
