pca,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
10,0.908031318336403,0.9502791470927064,0.9844010512378202,0.14851823449134827,3.5324786,25.032845973968506
20,0.8783580637817926,0.9050681208308327,0.9725346911807253,0.09578429907560349,2.6132393,24.88683581352234
40,0.8229261121803495,0.8725662824306892,0.9672419438734235,0.05256606638431549,1.7925233,25.0419819355011
60,0.7652119920255513,0.8010019660189152,0.9691069431417907,0.08323819935321808,1.3598326,24.907893180847168
80,0.7119517945958624,0.6691856266771521,0.9768182588554434,-0.03296463564038277,1.0776006,25.044962167739868
100,0.7159762560101544,0.6494989342107986,0.9837092437433822,-0.029514865949749947,0.9410319,24.78362011909485
120,0.7049122465732636,0.6854383808282114,0.9868603783522153,-0.028916560113430023,0.6065055,24.898983001708984
140,0.6939888661244593,0.6923669901974987,0.9885441701794918,-0.007630417589098215,0.4467171,24.907669067382812
