pca,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
10,0.9219125018108069,0.9518742437725488,0.9839067676206095,0.1957807093858719,3.1014705,24.915679931640625
20,0.8606424535916062,0.8888242241123597,0.9724492271331829,0.09924327582120895,2.4453213,25.32740807533264
40,0.8238158840531722,0.8602064940709009,0.9699644046584366,0.09309428930282593,1.8523729,25.043911933898926
60,0.7570931479067072,0.7446719645702697,0.9705065130244348,0.015463918447494507,1.4076746,25.001487731933594
80,0.716673054503563,0.6710672516435228,0.9771891997894656,-0.042146120220422745,1.0768212,24.95425820350647
100,0.70578095100129,0.6451659940812483,0.9837157634980049,-0.01712624542415142,0.8727286,24.915563106536865
120,0.7031030814759629,0.6708544801087174,0.9878797419939123,-0.02138340100646019,0.6258192,24.915807008743286
140,0.6996132806302298,0.683633161565365,0.9876016635154087,-0.010990348644554615,0.44649386,24.84999704360962
