pca,trustworthiness,continuity,density_corr,time_sec
20,0.9106469512910191,0.9301553361892345,0.9772315309413822,25.448512077331543
50,0.8472855970144106,0.8886500555314114,0.97466281325424,25.284420251846313
100,0.788382304450101,0.8571324268951388,0.9746852655801649,24.857229948043823
