k,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
10,0.7163361271496864,0.7629907493636308,0.9753328264843238,-0.024319114163517952,2.236743,23.816650867462158
50,0.8047633708007875,0.8609404683784565,0.9702093990096641,0.14294087886810303,1.722573,25.58723211288452
100,0.8741990935041729,0.8986462356453335,0.9827844179862086,0.2720264494419098,1.0806993,27.925086975097656
150,0.8937459848479179,0.9116021094172909,0.9873253334639481,0.3259356617927551,0.5035646,29.67139506340027
200,0.8982011931498074,0.9168136764603737,0.9894827079410962,0.29389122128486633,0.4288008,31.705570936203003
250,0.8905119820271982,0.9146047051138039,0.9893036305226544,0.3126802444458008,0.41912478,33.465699195861816
300,0.9001715563678074,0.9206821856160079,0.97917104401861,0.35304367542266846,0.50224847,35.495912313461304
350,0.8987660587302804,0.9229548165910548,0.9881912205075569,0.3428305387496948,0.5128127,37.58760333061218
400,0.9037203531705079,0.9215055696682631,0.98909821846723,0.35407933592796326,0.554188,39.38840389251709
