method,param_name,param_value,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
DR-SNE,lambda_density,0.01,0.8612585970213089,0.8950841249146334,0.9737075467583254,0.3501449227333069,1.3348179,57.247478008270264
DenSNE,dens_lambda,1.0,0.8830352986624173,0.9310320702524092,0.8221281853371218,0.5290079305211494,0.46021924148376653,10.964418888092041
t-SNE,perplexity,150,0.8792883149493319,0.9362021205411036,0.21736029452961073,0.5357821583747864,0.5505577,26.513189792633057
PaCMAP,n_neighbors,10,0.8571920283106724,0.9227005097852555,0.2688369358408257,0.6346699595451355,0.4926409,0.8807389736175537
UMAP,n_neighbors,10,0.8578524864965543,0.9224423887474735,0.02322666733211395,0.612186074256897,0.61574763,5.905323028564453
DensMAP,dens_lambda,1.0,0.8521833571325097,0.9261639176893415,0.8283011293761172,0.5767720341682434,0.5774184,8.840991973876953
