method,param_name,param_value,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
t-SNE,perplexity,100,0.9310879051896002,0.9631805495195326,0.1902378625963472,0.3020051121711731,0.8933193,9.907156944274902
PaCMAP,n_neighbors,15,0.9200586494484799,0.9527253988948904,0.19771513157884404,0.32304900884628296,0.9326214,1.4971542358398438
Density t-SNE,lambda_density,0.004,0.9088926691638556,0.9354670640094369,0.9613061481288218,0.06996513903141022,0.8067855,15.055071115493774
UMAP,n_neighbors,5,0.9160894849030442,0.956306961086622,0.028807037162823724,0.34521299600601196,0.954719,22.69393515586853
DensMAP,dens_lambda,2.0,0.9024413126108042,0.9510266481791906,0.8482998323267317,0.16570167243480682,0.94573003,34.63488817214966
