method,param_name,param_value,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
DR-SNE,lambda_density,0.005,0.9908506530243756,0.9758437837295616,0.9940632475616649,nan,4.4321438874665935,465.17354702949524
DenSNE,dens_lambda,1.0,0.9986839602768582,0.9906415447888455,0.39639623368177107,nan,4.198242059884073,11.370460271835327
t-SNE,perplexity,150,0.9999810653024376,0.9999576366736884,0.18905523298967367,nan,3.041703408160333,27.159165859222412
PaCMAP,n_neighbors,20,0.9999772574982445,0.9999800260808507,0.5138202899655093,nan,1.6702430966853112,1.9271409511566162
UMAP,n_neighbors,100,0.9999845681613,0.9999877500250778,0.05708898738581975,nan,1.418672920763803,11.414731979370117
DensMAP,dens_lambda,0.25,0.9990383027384894,0.999980186578393,0.9539078824600898,nan,1.259272058987161,12.170169830322266
