method,param_name,param_value,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
DR-SNE,lambda_density,0.005,0.8986155201123482,0.8563594502959173,0.9886528717840425,0.28461164236068726,6.247496147125311,222.0907690525055
DenSNE,dens_lambda,1.0,0.928980523623232,0.9519545270338048,0.9172835969701666,0.7861548235494502,1.32219292562136,17.485646963119507
t-SNE,perplexity,3,0.9452513271140536,0.9030730905808004,0.1167753245035619,0.45190921425819397,7.756346601031122,31.37040424346924
PaCMAP,n_neighbors,150,0.920611487611596,0.9550271561841709,0.11765165289653914,0.9439682364463806,1.1781405871082,9.928724765777588
UMAP,n_neighbors,75,0.9210037195305447,0.9509619420202629,0.03394868753400427,0.9461697340011597,0.8352166894598717,10.163964033126831
DensMAP,dens_lambda,10.0,0.8899167619620825,0.9224961982144648,0.9872359108391385,0.8465118408203125,0.7530115183675904,9.52307939529419
