method,param_name,param_value,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
Density t-SNE,lambda_density,0.004,0.9104880555728013,0.9506404254878831,0.9628652749175425,0.1283797174692154,0.7928957,26.35597586631775
DenSNE,dens_lambda,0.016,0.9362161379110532,0.9483062574587998,0.09108893412223709,0.27281848482958443,0.8904132640167012,228.96216583251953
t-SNE,perplexity,100,0.9293901754240738,0.9609717100225574,0.18733295969680167,0.282853364944458,0.8935846,23.46734309196472
PaCMAP,n_neighbors,15,0.9205034939950194,0.9534481488379793,0.1598526716699496,0.29329729080200195,0.9325848,1.6185400485992432
UMAP,n_neighbors,5,0.9198567358567359,0.9533681284189759,0.05198597467276649,0.32677486538887024,0.9572553,24.761794090270996
DensMAP,dens_lambda,2.0,0.908741471961811,0.9581045646130392,0.8528894705483451,0.20989908277988434,0.9561648,25.971531867980957
