lambda,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
0.0,0.9088103171154018,0.8940555038182156,0.47574658066058667,0.37953799962997437,2.985785,20.296706199645996
0.001,0.9258722156688258,0.9286907141822396,0.7689594369994318,0.4476436674594879,2.2299519,20.268495082855225
0.005,0.9163226892379435,0.9201299504011369,0.9279168598507942,0.38288024067878723,2.3612344,20.14097809791565
0.01,0.9029991515076261,0.9008596814359526,0.9599948774890892,0.2797906696796417,2.6037579,20.403804063796997
0.05,0.8304740933893476,0.821263439636321,0.992662174819104,0.04993201419711113,2.5687594,21.086094617843628
0.1,0.7954311789905011,0.8029569476349138,0.9972509161494347,0.020972851663827896,2.35801,23.34754776954651
