lambda,trustworthiness,continuity,density_corr,time_sec
0.0,0.9124385808792589,0.8817309934259087,0.17785877384518245,15.219284057617188
0.01,0.8500629539951574,0.8675925994909046,0.9702163931697586,14.493144035339355
0.1,0.7056283741368488,0.712091995888606,0.9990094747230039,14.366977214813232
