method,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
t-SNE,0.8951417810061878,0.9275292315970283,-0.0018065178610083194,nan,0.86715037,4.870152950286865
Density t-SNE,0.8805831419051758,0.9078319709167166,0.8552689153692985,nan,1.2351158,8.505407094955444
UMAP,0.8528434428095445,0.919497982243745,-0.0778281286454557,nan,0.7022325,3.989727020263672
DensMAP,0.8431418775825555,0.9158622820995702,0.6722613139919825,nan,0.81208736,6.004415035247803
