method,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
t-SNE,0.9780660768381985,0.980863693449694,0.3558684923090054,nan,0.7823962394609943,15.166119813919067
Density t-SNE,0.9510917765071722,0.9733473046443977,0.9494950852302056,nan,0.4822115847406256,22.5287868976593
UMAP,0.9566010673086568,0.9789506670679106,0.22360814396741052,nan,0.8318024732540189,6.033158779144287
DensMAP,0.9268801966094894,0.9691423894071622,0.8912194702724291,nan,0.7835075103909773,10.496048927307129
