method,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
t-SNE,0.9477556665663557,0.9586788444176948,0.4831555311963155,nan,1.1079745664966556,9.08901309967041
Density t-SNE,0.8944633042431538,0.9367629210552714,0.9121350703731205,nan,0.7172943625230646,22.467949151992798
UMAP,0.87530214464841,0.9577726632560939,0.29451261511317856,nan,0.8914850713651076,6.023247003555298
DensMAP,0.8017283699468352,0.9434874551108436,0.8779157517701103,nan,0.857511060185588,10.23843789100647
