lambda,trustworthiness,continuity,density_corr,time_sec
0,0.9850694060851016,0.9771844167508701,0.5810463568679421,10.208648920059204
5.011872336272725e-05,0.9853869989895587,0.9775504659256764,0.5938985901201571,9.721930980682373
0.00014839817889675662,0.985468507915123,0.9781757718648254,0.6168275583902327,9.965239763259888
0.0004393970560760795,0.9839836533063883,0.9785631076681262,0.6659070015747841,10.083557844161987
0.0013010252169108315,0.9838563377119119,0.9782672953856517,0.7505002454334624,9.928900003433228
0.003852248420036753,0.9761466262490176,0.9745251599865274,0.8544599323043172,9.938554763793945
0.011406249238513215,0.9534659481306837,0.967393600538902,0.9420543408008992,9.829334020614624
0.03377313908791009,0.9244821376445492,0.9578403951947906,0.98131579646324,9.725714921951294
0.1,0.8853505332884248,0.9488258672953856,0.996378256532008,9.791808843612671
