dataset,method,seed,param1_name,param1_value,param2_name,param2_value,AUROC_kNN,AUROC_LOF,AUROC_IF,AUROC_centroid,AUROC_linear,AUPRC_kNN,AUPRC_LOF,AUPRC_IF,AUPRC_centroid,AUPRC_linear
fashion,HIGH-D,0,,,,,0.8913702222222222,0.5016702222222222,0.8999462222222222,0.8745906666666666,0.9999813333333333,0.42306238316439004,0.11374328677707939,0.5374604923573937,0.4592219353966756,0.9998338125324836
fashion,HIGH-D,1,,,,,0.8913702222222222,0.5016702222222222,0.8999462222222222,0.8745906666666666,0.9999813333333333,0.42306238316439004,0.11374328677707939,0.5374604923573937,0.4592219353966756,0.9998338125324836
fashion,HIGH-D,2,,,,,0.8913702222222222,0.5016702222222222,0.8999462222222222,0.8745906666666666,0.9999813333333333,0.42306238316439004,0.11374328677707939,0.5374604923573937,0.4592219353966756,0.9998338125324836
fashion,HIGH-D,3,,,,,0.8913702222222222,0.5016702222222222,0.8999462222222222,0.8745906666666666,0.9999813333333333,0.42306238316439004,0.11374328677707939,0.5374604923573937,0.4592219353966756,0.9998338125324836
fashion,HIGH-D,4,,,,,0.8913702222222222,0.5016702222222222,0.8999462222222222,0.8745906666666666,0.9999813333333333,0.42306238316439004,0.11374328677707939,0.5374604923573937,0.4592219353966756,0.9998338125324836
fashion,DR-SNE,0,lambda,0.0,k_density,40.0,0.5661382222222222,0.49805333333333335,0.832165111111111,0.8321271111111112,0.5700111111111112,0.12948454920428462,0.111820976657349,0.254825613188001,0.2630245554122689,0.2783383587152906
fashion,DR-SNE,0,lambda,0.0,k_density,80.0,0.5733457777777777,0.49273599999999995,0.8333695555555557,0.8316906666666667,0.5720462222222221,0.12978922595344525,0.11096429300700844,0.25580766887710504,0.261867875392342,0.28348429738804526
fashion,DR-SNE,0,lambda,0.0,k_density,300.0,0.6025208888888888,0.5041775555555555,0.8412613333333333,0.8313635555555555,0.5725111111111112,0.13792654917044805,0.1199543082321641,0.2658770630461925,0.2650848210063499,0.28469768987244504
fashion,DR-SNE,0,lambda,5e-05,k_density,40.0,0.6801111111111111,0.536822888888889,0.8722737777777777,0.8681786666666667,0.5674062222222223,0.17659635800150672,0.15230443057137433,0.37959783176476236,0.40766969805346426,0.4029601149497614
fashion,DR-SNE,0,lambda,5e-05,k_density,80.0,0.5242013333333333,0.5308622222222221,0.8662622222222223,0.8705582222222222,0.5790511111111111,0.13667828945234503,0.1504754325460644,0.3378504706718477,0.3831592700937257,0.4072551020424915
fashion,DR-SNE,0,lambda,5e-05,k_density,300.0,0.5944955555555556,0.5127308888888888,0.861332,0.8639177777777777,0.5751284444444444,0.14555415015857343,0.1320259354994429,0.31196278380695813,0.3458320247092184,0.3730512873146004
fashion,DR-SNE,0,lambda,0.0001,k_density,40.0,0.7616031111111111,0.5442975555555556,0.8814877777777778,0.8684004444444445,0.5687604444444444,0.24721431652803835,0.17167074660116416,0.48575065101763726,0.45960141312908476,0.4093668350348392
fashion,DR-SNE,0,lambda,0.0001,k_density,80.0,0.5318968888888889,0.5311971111111111,0.8754311111111112,0.8795746666666665,0.5708337777777778,0.14620810050285737,0.15715388089712298,0.40340285286883093,0.48707880324081265,0.4199070007098923
fashion,DR-SNE,0,lambda,0.0001,k_density,300.0,0.5832808888888888,0.5149728888888889,0.8672515555555556,0.8740439999999999,0.557104888888889,0.15217237504229378,0.13785114408136168,0.34757719313518315,0.4151935015072859,0.39569725945301504
fashion,DR-SNE,0,lambda,0.0002,k_density,40.0,0.7318591111111112,0.5537773333333333,0.8654102222222223,0.846535111111111,0.5575484444444445,0.30377680269132307,0.16498654166987875,0.5173307977962667,0.4657186418068006,0.3488419150071483
fashion,DR-SNE,0,lambda,0.0002,k_density,80.0,0.5444626666666667,0.5213008888888889,0.8538502222222223,0.8509384444444444,0.5579128888888889,0.14516476704464293,0.13893932515505375,0.41890240851170973,0.4883434180160608,0.4152381993171998
fashion,DR-SNE,0,lambda,0.0002,k_density,300.0,0.5298711111111111,0.526314,0.8621735555555555,0.8648213333333332,0.542899111111111,0.143752944641024,0.14762800052049196,0.3631271867156615,0.4567976936322157,0.39498404288857464
