method,AUPRC_kNN_mean,AUPRC_kNN_std,AUPRC_LOF_mean,AUPRC_LOF_std,AUPRC_IF_mean,AUPRC_IF_std,AUPRC_centroid_mean,AUPRC_centroid_std,AUPRC_linear_mean,AUPRC_linear_std,selected_by,best_params
DR-SNE,0.4955871239182542,0.0987985093530618,0.2921805097592075,0.0248106770270551,0.6652337876395312,0.097459602905504,0.710703417784106,0.0987518887555186,0.7457200455880493,0.1430447424358095,AUPRC_IF,"lambda=0.0002, k_density=40.0"
DenSNE,0.3785373398944308,0.004299425217857,0.2113317784826225,0.001589645308907,0.6163560944301324,0.1200745857243342,0.633766116019119,0.082669090818073,0.6899602572834503,0.0777965240624131,AUPRC_IF,"perplexity=100.0, dens_lambda=0.2"
DensMAP,0.1824333653190623,0.0059215011651565,0.2398743102075641,0.0086344381467553,0.68987407749034,0.1308574778504381,0.6655136952654855,0.1929381559793178,0.6896235593769883,0.2429199332126816,AUPRC_IF,"dens_lambda=0.01, dens_frac=0.5"
HIGH-D,0.4184549745783094,0.0,0.2985564777821173,0.0,0.6419212399170329,0.0,0.6093843166462154,0.0,0.9712680765047867,0.0,AUPRC_IF,
PaCMAP,0.140916236571387,0.0015088117463283,0.2584511141073923,0.005263049479511,0.8411201128537066,0.0139145371963999,0.8520997656976125,0.0057890115693769,0.7280143187986777,0.0004271756062386,AUPRC_IF,"n_neighbors=40.0, FP_ratio=5.0"
TriMap,0.3240628461923235,0.0117019618400756,0.2363394960366993,0.0038536978822626,0.3519979122449999,0.0066467948688171,0.3342522070875093,0.0055589363734798,0.4845957430499857,0.0120365377562373,AUPRC_IF,"n_inliers=120.0, n_outliers=10.0"
UMAP,0.1738471232940793,0.0076235403383044,0.2432769253679462,0.0058732168237706,0.7728143900989384,0.0434501227191432,0.5878776381711068,0.11491468548492,0.9887350221970588,0.0005773208361792,AUPRC_IF,"n_neighbors=60.0, min_dist=0.0"
t-SNE,0.1674965224057596,0.003588484633665,0.2407966035186879,0.0040700427021825,0.6984626710967009,0.0539606901699217,0.6152391309010309,0.1268681333717467,0.6860904872182267,0.0891064003690958,AUPRC_IF,"perplexity=75.0, learning_rate=500.0"
