method,AUPRC_kNN_mean,AUPRC_kNN_std,AUPRC_LOF_mean,AUPRC_LOF_std,AUPRC_IF_mean,AUPRC_IF_std,AUPRC_centroid_mean,AUPRC_centroid_std,AUPRC_linear_mean,AUPRC_linear_std,selected_by,best_params
DR-SNE,0.1840093647477537,0.0665041865428092,0.1271061116683025,0.0253773155622402,0.1860379490010802,0.0750505255770829,0.1825954856594313,0.0710673287728043,0.3992503940351715,0.1349353385633233,AUPRC_IF,"lambda=0.001, k_density=300.0"
DenSNE,0.1504921384421936,0.016699947063564,0.1210314081614366,0.0062972488290143,0.1550843181032418,0.0199462929180616,0.1547023144017858,0.0139122345123191,0.3340148192255106,0.0878032564461994,AUPRC_IF,"perplexity=5.0, dens_lambda=0.1"
DensMAP,0.1360105297216202,0.0055648435977206,0.1106919060267474,0.009011357317717,0.136818747895604,0.0239586743735936,0.0915842543606954,0.030711371458873,0.4176326217254594,0.1747177645702438,AUPRC_IF,"dens_lambda=5.0, dens_frac=0.3"
HIGH-D,0.1259109993124011,0.0,0.1154198126476244,0.0,0.1208338713114849,0.0,0.1239926238860359,0.0,0.9344474922089492,0.0,AUPRC_IF,
PaCMAP,0.1197373160664511,0.0047445547966635,0.1130587572157557,0.0057935929320871,0.1747997508249199,0.0615150189256342,0.222354605225231,0.1710088199370683,0.3105057605265969,0.0781227789743203,AUPRC_IF,"n_neighbors=5.0, FP_ratio=5.0"
TriMap,0.1106390933306947,0.0027175938945921,0.1023691759533422,0.0051275555777871,0.1107804136464323,0.0033846660496838,0.1074193510996061,0.0033021984891244,0.105568270892103,0.0019925094823946,AUPRC_IF,"n_inliers=60.0, n_outliers=5.0"
UMAP,0.1105026422199584,0.0037927162095026,0.0953688481908609,0.003029428056912,0.1412702275110734,0.0266749882969162,0.0842084579315233,0.0052249216983833,0.3445055943847512,0.0473127829948384,AUPRC_IF,"n_neighbors=15.0, min_dist=0.0"
t-SNE,0.1464386100658145,0.0133402904545325,0.1085309567146588,0.0042325319476365,0.1532038298382462,0.0382829709001003,0.1237739047169921,0.0482513119773242,0.5681592080334669,0.2796725844718158,AUPRC_IF,"perplexity=100.0, learning_rate=500.0"
