method,AUPRC_kNN_mean,AUPRC_kNN_std,AUPRC_kNN_best_params,AUPRC_LOF_mean,AUPRC_LOF_std,AUPRC_LOF_best_params,AUPRC_IF_mean,AUPRC_IF_std,AUPRC_IF_best_params,AUPRC_centroid_mean,AUPRC_centroid_std,AUPRC_centroid_best_params,AUPRC_linear_mean,AUPRC_linear_std,AUPRC_linear_best_params
DR-SNE,0.409207545329932,0.0733977389713154,"lambda=1.0, k_density=40.0",0.2140411735242494,0.0186269173206981,"lambda=1.0, k_density=80.0",0.4055967251599833,0.0734328087976373,"lambda=1.0, k_density=40.0",0.4090628232976455,0.0792899922208816,"lambda=1.0, k_density=40.0",0.4638529503260987,0.1219030139715948,"lambda=0.1, k_density=300.0"
DenSNE,0.4832116983670115,0.0364419012887188,"perplexity=30.0, dens_lambda=1.0",0.1990695393713588,0.0065932536422375,"perplexity=100.0, dens_lambda=0.0",0.5340484007568337,0.0428096071477126,"perplexity=100.0, dens_lambda=0.5",0.5997102853171701,0.0650948115894371,"perplexity=75.0, dens_lambda=0.2",0.5682602562672201,0.0960709472715045,"perplexity=30.0, dens_lambda=0.2"
DensMAP,0.5055224427497989,0.0279092183341123,"dens_lambda=0.2, dens_frac=0.3",0.224640565182515,0.0257562863475289,"dens_lambda=0.01, dens_frac=0.5",0.5743687315365227,0.0277633473415856,"dens_lambda=0.1, dens_frac=0.3",0.5952113171459352,0.0179736265620785,"dens_lambda=0.1, dens_frac=0.5",0.658824647117374,0.0438960395406577,"dens_lambda=1.0, dens_frac=0.5"
HIGH-D,0.42306238316439,0.0,,0.1137432867770793,0.0,,0.5374604923573937,0.0,,0.4592219353966756,0.0,,0.9998338125324836,0.0,
PaCMAP,0.1816352103819816,0.021711038881291,"n_neighbors=5.0, FP_ratio=1.0",0.2146482337363522,0.0049934493081856,"n_neighbors=60.0, FP_ratio=2.0",0.5783164013256046,0.0101885707652928,"n_neighbors=8.0, FP_ratio=2.0",0.5325715217718374,0.0392745164486724,"n_neighbors=5.0, FP_ratio=1.0",0.701129123207114,0.0195165221284802,"n_neighbors=40.0, FP_ratio=5.0"
TriMap,0.4838115620772731,0.014641739950173,"n_inliers=10.0, n_outliers=10.0",0.1460020262831575,0.0067253347929846,"n_inliers=8.0, n_outliers=2.0",0.4505763182337212,0.0085397322958538,"n_inliers=40.0, n_outliers=10.0",0.344685323330309,0.0083456907263261,"n_inliers=5.0, n_outliers=2.0",0.4869809691501232,0.0951128343400309,"n_inliers=10.0, n_outliers=2.0"
UMAP,0.3791892850686374,0.0271371259549109,"n_neighbors=8.0, min_dist=0.5",0.3127508710805019,0.0097322020027039,"n_neighbors=80.0, min_dist=0.0",0.6019475257724337,0.0277571148058775,"n_neighbors=8.0, min_dist=0.0",0.5946766487012893,0.0195612979631742,"n_neighbors=8.0, min_dist=0.0",0.6737308384616101,0.0091529254723759,"n_neighbors=15.0, min_dist=0.0"
t-SNE,0.2538379401906211,0.0395469731670212,"perplexity=2.0, learning_rate=500.0",0.2044540348344722,0.0050410291006236,"perplexity=100.0, learning_rate=50.0",0.3975202208917833,0.0517153379924639,"perplexity=50.0, learning_rate=500.0",0.5576071125754565,0.0153380708900235,"perplexity=30.0, learning_rate=500.0",0.6744101092303929,0.0429174654694666,"perplexity=5.0, learning_rate=200.0"
