method,AUPRC_kNN_mean,AUPRC_kNN_std,AUPRC_LOF_mean,AUPRC_LOF_std,AUPRC_IF_mean,AUPRC_IF_std,AUPRC_centroid_mean,AUPRC_centroid_std,AUPRC_linear_mean,AUPRC_linear_std,selected_by,best_params
DR-SNE,0.1314244962396361,0.0220470202548853,0.1104143437567608,0.0179442561820506,0.0948141330526075,0.018884594070313,0.0915161852156997,0.0127698857426073,0.1343086582810134,0.0185534204952179,AUPRC_IF,"lambda=0.1, k_density=300.0"
DenSNE,0.1061379463589509,0.0099021186852371,0.1026674084164187,0.0178781189496034,0.0973612339782544,0.0076454159910783,0.0914979360374702,0.0048763665479,0.1218909284000785,0.009947942936644,AUPRC_IF,"perplexity=5.0, dens_lambda=0.0"
DensMAP,0.1087385666933323,0.0040259707988712,0.134477272558067,0.0150913304397893,0.0791327676623075,0.0040154957821892,0.067627441609285,0.0035452768131818,0.092899584515881,0.0093193380413187,AUPRC_IF,"dens_lambda=10.0, dens_frac=0.3"
HIGH-D,0.122040765429418,0.0,0.1244843076726147,0.0,0.0985065154321092,0.0,0.102875724425105,0.0,0.9134919726728702,0.0,AUPRC_IF,
PaCMAP,0.0837629507481671,0.0017191044382415,0.0956740786449079,0.0021287711574496,0.1185918373277873,0.0037794505897931,0.0695679304462506,0.0002237293419835,0.2533334139686342,0.0674898316526432,AUPRC_IF,"n_neighbors=80.0, FP_ratio=1.0"
TriMap,0.0956709831620497,0.00141215726868,0.0914719162633157,0.0056142687392956,0.0944144426363857,0.0022639128668447,0.0843733538225871,0.0017941488286579,0.1457540376042856,0.0096223691078172,AUPRC_IF,"n_inliers=80.0, n_outliers=10.0"
UMAP,0.0834424734995435,0.0032485589682328,0.0895674994314274,0.0071488709669456,0.0804487494210077,0.0075779542025691,0.0805567525809411,0.0043969269511156,0.1554503419456064,0.055637569881189,AUPRC_IF,"n_neighbors=40.0, min_dist=0.5"
t-SNE,0.0986066483477286,0.0036977947667468,0.094232946217454,0.0005847747114331,0.1033196370363334,0.0232857686726285,0.0798214946783223,0.0107432432335908,0.2843492187277445,0.1382425252170088,AUPRC_IF,"perplexity=50.0, learning_rate=50.0"
