dataset,method,param1_name,param1_value,param2_name,param2_value,AUROC_kNN_mean,AUROC_kNN_std,AUROC_LOF_mean,AUROC_LOF_std,AUROC_IF_mean,AUROC_IF_std,AUROC_centroid_mean,AUROC_centroid_std,AUROC_linear_mean,AUROC_linear_std,AUPRC_kNN_mean,AUPRC_kNN_std,AUPRC_LOF_mean,AUPRC_LOF_std,AUPRC_IF_mean,AUPRC_IF_std,AUPRC_centroid_mean,AUPRC_centroid_std,AUPRC_linear_mean,AUPRC_linear_std,n_seeds
fashion_dino,DR-SNE,lambda,0.0,k_density,40.0,0.46081306666666666,0.021343375235178444,0.5218869777777778,0.017106383917440376,0.8493596888888888,0.021369246921455167,0.8581616000000001,0.021142911432953854,0.6487400888888889,0.06998319144748477,0.11198240897205403,0.007762335156903747,0.12290625958441619,0.00900529629082468,0.2945309251332044,0.029326866840100208,0.3359846530443723,0.044494052022877616,0.3171613600333592,0.1671655672273979,5
fashion_dino,DR-SNE,lambda,0.0,k_density,80.0,0.4630055111111111,0.020246955198861175,0.5174566666666667,0.021408649170572235,0.8549900000000001,0.01903626461050036,0.8608474222222222,0.021213532565118882,0.6505181333333334,0.06917806399441101,0.11405246385333705,0.007089064578982152,0.11855203689981963,0.008840599817866446,0.3070618157580591,0.023449032504138136,0.35091382499924934,0.046012934141988815,0.3208422919829763,0.1713213066737491,5
fashion_dino,DR-SNE,lambda,0.0,k_density,300.0,0.4833071111111111,0.02304190230915609,0.5166014666666666,0.02287406604696658,0.8586128444444444,0.020831474250325527,0.8641142222222223,0.022576860208826422,0.6520872888888889,0.06748170388022066,0.11711112583913579,0.010838433355272625,0.11541107201296888,0.012290461645877897,0.3242510945852502,0.029074988381035078,0.36980304282726006,0.05487213054251738,0.32527491031450795,0.17568053935057612,5
fashion_dino,DR-SNE,lambda,5e-05,k_density,40.0,0.5559510222222223,0.018411634028381682,0.538692,0.02470616552478898,0.884044711111111,0.008833881321087674,0.8791952000000001,0.016359049878534995,0.6508982222222223,0.07166356655344809,0.14399755455967,0.009410142184463911,0.13928179496762794,0.022864289969216318,0.5132351419679789,0.060015812247388924,0.5751729913355337,0.0789112899650295,0.36463788891645726,0.18321284786657566,5
fashion_dino,DR-SNE,lambda,5e-05,k_density,80.0,0.4784350222222222,0.020786168310373183,0.5369081777777778,0.022917561875255683,0.8739434222222222,0.009847111773836023,0.8698059555555556,0.02396420896603735,0.6513512888888888,0.07198504945642839,0.12570288512790043,0.00813229816245998,0.1277948900869113,0.017632486317372093,0.44896537212972004,0.02762639438449575,0.5184660388079224,0.07324482839914026,0.3623346670125733,0.1943932952267599,5
fashion_dino,DR-SNE,lambda,5e-05,k_density,300.0,0.4676940444444444,0.02675906105606978,0.5349450222222222,0.01484135963256769,0.8580264888888889,0.01596609095954278,0.8639148444444444,0.02522818158202851,0.6521208,0.0665023385998521,0.12283582188873185,0.011342684502204067,0.12254609398846043,0.012351640422922305,0.3565339197107023,0.028583155686891605,0.43586287270299506,0.06095217516071339,0.3394977351315821,0.1838221236883711,5
fashion_dino,DR-SNE,lambda,0.0001,k_density,40.0,0.6353030222222222,0.05254567742112039,0.5562373333333334,0.028234010011568233,0.8892311111111111,0.011352139487262788,0.8762094222222222,0.020778165359189606,0.6549290666666667,0.08472595462443737,0.20984743429149244,0.03337021236576924,0.154198124624999,0.025702504063318952,0.6416150963526659,0.05310057817300547,0.6091815165800959,0.0952053884211462,0.38419633452918955,0.18202085681025304,5
fashion_dino,DR-SNE,lambda,0.0001,k_density,80.0,0.4914718222222222,0.030391805407232898,0.5423222222222223,0.012607742760152339,0.8777165777777778,0.009805711735111335,0.8631740444444445,0.029736288331154905,0.6518572444444445,0.08014489795111764,0.1388255364434381,0.010755748939148284,0.14328327205960797,0.02066502419801344,0.548070209317806,0.0795609932596694,0.5753616761595948,0.0833617432911873,0.3707736344087762,0.19112177078031634,5
fashion_dino,DR-SNE,lambda,0.0001,k_density,300.0,0.45489013333333334,0.03388161288798631,0.5429978666666667,0.023578739961831144,0.8579113777777778,0.01629759383240135,0.8549888444444445,0.0284260493420219,0.6550570666666666,0.06550413257840584,0.1256046979738298,0.008155127736091294,0.1282008842410399,0.014799113347488718,0.3974583226759214,0.022184219026915242,0.4802179933221343,0.06300451696884335,0.3535678770834514,0.19076398611859705,5
fashion_dino,DR-SNE,lambda,0.0002,k_density,40.0,0.7166560888888889,0.06323140373041324,0.5759695111111112,0.02571784742417867,0.8663754666666665,0.01737168635253536,0.8554149333333333,0.03093725475559116,0.6621197333333334,0.09689355052526767,0.3557605468052975,0.08415195071589357,0.17428055873614384,0.027486672737317513,0.6134298289757585,0.04980866398703826,0.5877929931006056,0.03200648956379532,0.4027467100328015,0.1929278461032691,5
