dataset,method,param1_name,param1_value,param2_name,param2_value,AUROC_kNN_mean,AUROC_kNN_std,AUROC_LOF_mean,AUROC_LOF_std,AUROC_IF_mean,AUROC_IF_std,AUROC_centroid_mean,AUROC_centroid_std,AUROC_linear_mean,AUROC_linear_std,AUPRC_kNN_mean,AUPRC_kNN_std,AUPRC_LOF_mean,AUPRC_LOF_std,AUPRC_IF_mean,AUPRC_IF_std,AUPRC_centroid_mean,AUPRC_centroid_std,AUPRC_linear_mean,AUPRC_linear_std,n_seeds
fashion,DR-SNE,lambda,0.0,k_density,40.0,0.8037976888888888,0.020063938486624765,0.5596300000000001,0.028328451050812324,0.8036187555555557,0.02428742362236773,0.7954519999999999,0.02976026508245142,0.7570238222222223,0.09613432247377295,0.2570903686363686,0.035802317246129624,0.13750404328156723,0.017218453519939916,0.2755676793109446,0.051047934990309816,0.30849623823937067,0.071581006619381,0.4033664623334613,0.05877062711070942,5
fashion,DR-SNE,lambda,0.0,k_density,80.0,0.8077004444444444,0.03142713739963923,0.5480338666666666,0.033469599462611674,0.8064584888888888,0.03223548872888571,0.7995722666666667,0.029974588374278147,0.7710283555555556,0.15153881403277258,0.2604146279721502,0.039782161772053015,0.13228226365102863,0.01354207486868401,0.27953968594019185,0.05295309043475945,0.3089399141086582,0.03927371271981462,0.41303800670281693,0.056422157018106184,5
fashion,DR-SNE,lambda,0.0,k_density,300.0,0.7898250666666666,0.03270124507555272,0.54237,0.02265208748508838,0.8083050222222221,0.034170065366496055,0.8099364888888889,0.027030632266028004,0.8110954666666667,0.07936250027323834,0.23222810357656248,0.026020413693304517,0.1386942050630219,0.012428442825496475,0.26613773302828425,0.032541529134210524,0.28923547792516546,0.033258257002423124,0.40468055630788247,0.0823526804895087,5
fashion,DR-SNE,lambda,5e-05,k_density,40.0,0.8091280888888888,0.0170817248193776,0.5712636,0.024829204337027705,0.8075823999999999,0.015706573346261264,0.8017530666666668,0.023772391591097754,0.7836504888888889,0.11096893096122237,0.25898593557929955,0.026493760158708936,0.14303932523491603,0.010875788826012723,0.2767794238212291,0.042993237946108556,0.30073016452115614,0.05378088230548581,0.42926440471243466,0.05711040554705907,5
fashion,DR-SNE,lambda,5e-05,k_density,80.0,0.8084259555555555,0.018088899032484094,0.5513047111111111,0.03731466373775503,0.8091748888888889,0.02020198709453853,0.7990153333333333,0.026362683541441143,0.7603695111111112,0.1231702578371264,0.26460673143209,0.016286192383406593,0.14174760781050216,0.015122645088985283,0.2949852494986772,0.0375817847498073,0.31059215567110704,0.03821339450773627,0.38495584812300476,0.042534697716822355,5
fashion,DR-SNE,lambda,5e-05,k_density,300.0,0.7939048,0.0351547802097391,0.5549085777777778,0.024473274881433887,0.8097663111111112,0.02838715098729191,0.8094106666666667,0.021548104989580315,0.8128105777777778,0.084201713549556,0.235947188550647,0.03414794863772398,0.14378742225719282,0.01212565942066353,0.2639561205207319,0.03525428214033394,0.2825283832144524,0.033039282224188,0.4208815360947563,0.06834699853217964,5
fashion,DR-SNE,lambda,0.0001,k_density,40.0,0.8015185777777777,0.026218082099531626,0.5714624888888888,0.0326603301304824,0.7998175111111111,0.028449086042469863,0.7942772444444445,0.03178659018664672,0.7573728,0.11370068228441169,0.25990392397053613,0.03742578062088155,0.1451441949755804,0.026154520938453128,0.27448994880791583,0.04408077545212908,0.2930496951719019,0.04361074637744573,0.34967195214532903,0.0709358714229665,5
fashion,DR-SNE,lambda,0.0001,k_density,80.0,0.8097076444444445,0.028853683814534598,0.5562512444444445,0.029140241795771835,0.8110398222222223,0.03203888507423439,0.8037686222222222,0.03196930529194183,0.7608747555555555,0.1231400862943612,0.2637914248357557,0.04302237974159329,0.13970721836194555,0.019982468885562737,0.2915941807949688,0.06238106418145063,0.31390944033788676,0.05593757677091029,0.4000745984977879,0.014204237711812994,5
fashion,DR-SNE,lambda,0.0001,k_density,300.0,0.794169688888889,0.038221036492460836,0.5373178666666666,0.011830447511024736,0.8117770222222223,0.030647175256457142,0.8087565333333334,0.027637119280300923,0.8155704,0.06502507932251032,0.23973754299956954,0.04040658121110997,0.1370493289774509,0.010284753539521777,0.27043186800672003,0.041460322310551447,0.28381375740432657,0.0288949023261266,0.4097346666868784,0.039313309341022354,5
fashion,DR-SNE,lambda,0.0002,k_density,40.0,0.8013540444444445,0.0314015829318708,0.5681123555555556,0.012434091739951537,0.799693511111111,0.038038205896339924,0.7899268444444444,0.04668962796241934,0.7398486222222223,0.11618701292657457,0.24700449401184219,0.03173109879670325,0.1368962202587983,0.009293965953264295,0.2630108693488329,0.042429136312672214,0.2899713944827362,0.0605407454260555,0.3906618065003267,0.06608707490937449,5
