dataset,method,param1_name,param1_value,param2_name,param2_value,AUROC_kNN_mean,AUROC_kNN_std,AUROC_LOF_mean,AUROC_LOF_std,AUROC_IF_mean,AUROC_IF_std,AUROC_centroid_mean,AUROC_centroid_std,AUROC_linear_mean,AUROC_linear_std,AUPRC_kNN_mean,AUPRC_kNN_std,AUPRC_LOF_mean,AUPRC_LOF_std,AUPRC_IF_mean,AUPRC_IF_std,AUPRC_centroid_mean,AUPRC_centroid_std,AUPRC_linear_mean,AUPRC_linear_std,n_seeds
thyroid,DR-SNE,lambda,0.0,k_density,40.0,0.6173150452265276,0.024871907547347874,0.5951654026938421,0.02184756879405871,0.5707545325275507,0.03385788706295699,0.544337994233124,0.03435644240806496,0.6002845913812853,0.0316915005804536,0.12033825192152077,0.0101166759799401,0.11147511753238808,0.01307112283714521,0.09530792483906506,0.012611561448847388,0.09396638589579495,0.014764629829407449,0.12394747455403946,0.015179864083511161,5
thyroid,DR-SNE,lambda,0.0,k_density,80.0,0.6168276257060473,0.019423006942956015,0.5885774380850812,0.02787320481773925,0.5689095271951652,0.03692879694592384,0.5387796737370146,0.0326250470859691,0.5978648734052218,0.03505754080392115,0.120158951559636,0.010825055615960444,0.11028574744509781,0.015571044685603174,0.09616297613211014,0.014575327963353013,0.09018520337917182,0.010085835019320016,0.12356673728463548,0.017237967514182616,5
thyroid,DR-SNE,lambda,0.0,k_density,300.0,0.6060048583955446,0.02056945635589495,0.5855068728522337,0.015204413278726753,0.5571381877789627,0.034918494607712146,0.5251502942686732,0.03613752129278766,0.5937287198325236,0.038090436213887593,0.11519571366114652,0.009653191299044662,0.10856768090870025,0.006928265978582322,0.09484178494741838,0.013926843073075757,0.08643798412550177,0.010488354171234589,0.1170595706432949,0.021164771159703347,5
thyroid,DR-SNE,lambda,5e-05,k_density,40.0,0.6299324564521863,0.016062286481182516,0.609254552277126,0.019890548429434655,0.5429747797922345,0.015919611856756877,0.5109939961290832,0.039446385384075355,0.5915122249871627,0.026516833771099788,0.10679926050285049,0.007208464429900625,0.10888398578040688,0.009718614347439904,0.08364335950247351,0.004413539529603122,0.07968308078129044,0.003954703147218453,0.11712432741048398,0.022974426426879607,5
thyroid,DR-SNE,lambda,5e-05,k_density,80.0,0.6098732077260338,0.015667548651340013,0.593169510605522,0.018725718697419826,0.5505286961330331,0.016002172285522226,0.5203442350989453,0.030182565490347417,0.5960305328435439,0.03444679025738312,0.11205823933230481,0.0045418761182436625,0.11118730334826424,0.014211943821201983,0.08916612293988453,0.005035485475863547,0.08419539074790075,0.004031898545188409,0.1169635532249719,0.007509579029399237,5
thyroid,DR-SNE,lambda,5e-05,k_density,300.0,0.6083923845637319,0.022097909105265132,0.584542007346842,0.019201142202650484,0.55959434372161,0.01594985043939714,0.5318301931508472,0.03237586563972325,0.5900001974957538,0.03485664173333809,0.12176933271868977,0.008274227487859442,0.10614957398029976,0.009752307979088971,0.09676610127408274,0.011595040271243091,0.0900744143331481,0.014434746149215371,0.12831345530632068,0.029302081273381707,5
thyroid,DR-SNE,lambda,0.0001,k_density,40.0,0.629483548603705,0.020548640918314136,0.5979783347158036,0.01571586822148415,0.5462715764111071,0.01797682969617801,0.5059740490579452,0.05381687184180536,0.5857526563178892,0.026902403751446594,0.10289487550477158,0.007541658696876243,0.1060757039984657,0.009525467647227927,0.08490589932343734,0.003600681430560058,0.07989179936025201,0.005463760682077325,0.1076775099516123,0.012283226280461395,5
thyroid,DR-SNE,lambda,0.0001,k_density,80.0,0.6075182683572303,0.016961992143815992,0.5996190306908402,0.02197452328270554,0.5354099024370976,0.014239495341828497,0.5015807560137457,0.04949948608006852,0.5910943239720347,0.01865290169261921,0.11284264772226094,0.007371612384069717,0.11132167565287207,0.012920407971848336,0.08820810092042128,0.00920706814387737,0.08218574248014095,0.01253346896691671,0.11921689506764188,0.013951738449587527,5
thyroid,DR-SNE,lambda,0.0001,k_density,300.0,0.6040960619346685,0.019185464463528083,0.592487557767508,0.020138621554446446,0.5613761504127661,0.02644380183252357,0.5276616502745191,0.042386627240110955,0.5881891614330292,0.031773304834758834,0.12067819626827296,0.008160787147643664,0.11625261432421705,0.013638706403813438,0.10212387587587528,0.012634109422092787,0.09866546406265858,0.007087243170516958,0.12201120086869807,0.023186658586750956,5
thyroid,DR-SNE,lambda,0.0002,k_density,40.0,0.6133582177983173,0.017977376682160165,0.5871212031441324,0.010465259356113712,0.5250885768455978,0.026301424795701453,0.4815325670498084,0.06234586060691375,0.6002681992337164,0.03067124005690719,0.10578422491927295,0.008278862717197282,0.10538111396285459,0.013562833951784807,0.08206661542186182,0.009653483058879218,0.07644494255282296,0.010301876725413729,0.11188913544537693,0.013527449640479987,5
thyroid,DR-SNE,lambda,0.0002,k_density,80.0,0.6093713710155232,0.023282956995152492,0.5980415333570328,0.019042451051377435,0.5240163723979935,0.015667871852977352,0.48768475727771854,0.05522934066567477,0.5932565074850891,0.02355358053555307,0.11511527565230754,0.012839399335274003,0.10939788814726296,0.015644198053523545,0.0852098745754552,0.006750691074753788,0.08202400146563338,0.011829769758329592,0.1162209709226764,0.02127654804681048,5
