n_samples,median_time,mean_time,std_time,run_1,run_2,run_3,run_4,run_5,run_6,run_7
1000,3.924536291975528,3.970901577400842,0.07714729426083516,3.9114324579713866,4.100159624940716,4.081209084019065,3.924536291975528,3.9538247080054134,3.911074374918826,3.9140744999749586
3000,31.130732915946282,31.75247539283841,1.32030907182145,31.130732915946282,33.553880457999185,33.61305074999109,32.43494420789648,30.5939835839672,30.553077124990523,30.387658709078096
5000,87.80343416694086,87.76598005357664,0.22258700902005543,87.54101416701451,87.38176058302633,87.73550258297473,87.84330395807046,88.06390400009695,87.99294091691263,87.80343416694086
7000,168.63459383300506,168.52776270230035,1.4828358046871042,169.19426708307583,168.63459383300506,169.64300845901016,168.13761116599198,166.026445333031,170.87046987505164,167.18794316693675
9000,276.02617937501054,280.92710617257814,14.543348716907246,276.02617937501054,267.905436208006,284.52225979208015,270.0020779579645,266.8447267500451,310.1540803749813,291.03498274995945
11000,397.01165137509815,405.2837008393336,22.87863862251412,397.01165137509815,388.23400191706605,392.7046118750004,410.06478120805696,458.84074862499256,399.89282391709276,390.23728695802856
13000,743.6918394159293,762.729558237978,71.48373045629432,667.636396124959,743.6918394159293,897.5740271669347,762.4179065000499,740.2699994579889,825.7044961249921,701.8122428749921
