method,param_name,param_value,trustworthiness,continuity,density_corr,silhouette,stress,time_sec
Density t-SNE,lambda_density,0.004,0.9116959913909066,0.9483582707311521,0.9598149946426807,0.09784331917762756,0.7970414,25.685404062271118
DenSNE,dens_lambda,0.016,0.9363120382442416,0.9582419375978698,0.2118225821789755,0.3010498769963999,0.8737826154799518,224.3827440738678
t-SNE,perplexity,100,0.9300432938060057,0.9636708953319123,0.18808660200589983,0.3176600933074951,0.8932282,25.07428503036499
PaCMAP,n_neighbors,15,0.9219081696708815,0.952146175230921,0.1556853876423271,0.32377395033836365,0.9308942,1.2619380950927734
UMAP,n_neighbors,5,0.9178518104619799,0.9545159247532129,0.044933939131890754,0.3428270220756531,0.9578444,21.646026134490967
DensMAP,dens_lambda,2.0,0.9070932030932031,0.9575148831081034,0.8159276605036955,0.1979207843542099,0.94116974,26.431379079818726
