dataset,method,param1_name,param1_value,param2_name,param2_value,AUROC_kNN_mean,AUROC_kNN_std,AUROC_LOF_mean,AUROC_LOF_std,AUROC_IF_mean,AUROC_IF_std,AUROC_centroid_mean,AUROC_centroid_std,AUROC_linear_mean,AUROC_linear_std,AUPRC_kNN_mean,AUPRC_kNN_std,AUPRC_LOF_mean,AUPRC_LOF_std,AUPRC_IF_mean,AUPRC_IF_std,AUPRC_centroid_mean,AUPRC_centroid_std,AUPRC_linear_mean,AUPRC_linear_std,n_seeds
fashion_dino,DR-SNE,lambda,0.0,k_density,40.0,0.8020403555555555,0.035980838024264994,0.6686414666666667,0.030738449471164934,0.7999690222222222,0.03572215143645996,0.7977306666666666,0.03952344232271579,0.6656793777777777,0.11470236882163261,0.36511970839700264,0.07110160003790644,0.2223735745412355,0.03285099177580989,0.3790675956480911,0.07380951244353165,0.40391213215505084,0.08822109917358927,0.32961221231388754,0.13136211039889734,5
fashion_dino,DR-SNE,lambda,0.0,k_density,80.0,0.8034922666666666,0.0651434769709272,0.6122041777777778,0.02676400425686945,0.8011733777777778,0.06056851862767171,0.8033760888888889,0.05148568690508938,0.7197922666666667,0.09589085310031496,0.33087391436559904,0.07225444553176365,0.16727071972258103,0.022952414854428928,0.3447620124462455,0.08489787900740611,0.38082089213547554,0.08799052032047415,0.35158895496121834,0.1109193365109401,5
fashion_dino,DR-SNE,lambda,0.0,k_density,300.0,0.7733648,0.05086898320573336,0.5726452,0.04417746222713149,0.8164139555555556,0.043788334402139466,0.8248498666666666,0.04287599971252157,0.7365657777777777,0.17015901651233312,0.26133448020810934,0.05770160424427761,0.15483181968414153,0.03202006426574194,0.3520369891651508,0.08922182325392032,0.39294027104476204,0.11619256789117849,0.4062930765292611,0.13139998520030904,5
fashion_dino,DR-SNE,lambda,5e-05,k_density,40.0,0.7887377777777778,0.027727619019559318,0.6496936,0.022882615855818078,0.7877875999999999,0.030541309370816918,0.7822688,0.03347284505961785,0.6726961777777778,0.12114019557993823,0.3290037906072455,0.07132854355453182,0.1969396685389444,0.02238698790000914,0.3460010222865725,0.07681425510994197,0.3581111570729668,0.08905177719960894,0.31650583427806295,0.13321954955895302,5
fashion_dino,DR-SNE,lambda,5e-05,k_density,80.0,0.8188259555555556,0.05620742376397182,0.6401746222222222,0.04092291884929134,0.8137308888888889,0.06015620447213919,0.8165672888888889,0.05405527869528282,0.7054806222222222,0.12971030963778812,0.34923463748695854,0.07706332636589559,0.18243120393500045,0.03590632666566697,0.3658447260522102,0.0917183677118123,0.40838285535935226,0.08668863921817936,0.4035586125207763,0.0912566988474343,5
fashion_dino,DR-SNE,lambda,5e-05,k_density,300.0,0.7750554666666667,0.03572642124607289,0.5708819111111111,0.03407104732238862,0.8143801777777778,0.03580965822488012,0.8237527111111111,0.0377890706200995,0.7542309333333334,0.13792332375101893,0.2681720646538056,0.04515786434084841,0.15436107994189693,0.023486079443108217,0.3446174341271229,0.056139584971052,0.3875810197644456,0.08163290827105554,0.40070395927355323,0.13483373725517372,5
fashion_dino,DR-SNE,lambda,0.0001,k_density,40.0,0.7639793777777777,0.05488750557285215,0.6347853777777778,0.036571388330290944,0.782487688888889,0.022197666040474743,0.7796818666666667,0.026951553716682317,0.7013040888888888,0.10361970027069012,0.30197271642245016,0.08531129465376,0.1985303874100443,0.05186503391423467,0.32255186654799095,0.07845389632510538,0.3436775072630508,0.0884755721280988,0.3315859473357429,0.1169247374627154,5
fashion_dino,DR-SNE,lambda,0.0001,k_density,80.0,0.7898823111111112,0.06792999375748064,0.6238801333333333,0.05190048526512599,0.7873962222222222,0.07207293899778036,0.7854097777777779,0.06797270917938451,0.7010290666666668,0.09190872716583803,0.32120655191728875,0.08017721103886283,0.17731270828918422,0.041560117274092666,0.33876187743501807,0.08737334254547967,0.3716354165951217,0.10270552384908832,0.35688153369625086,0.090443059096766,5
fashion_dino,DR-SNE,lambda,0.0001,k_density,300.0,0.7763033777777778,0.038673856744783686,0.5800450666666667,0.04113766866084394,0.8126127555555556,0.039002938126616114,0.8219125777777778,0.038344659954190015,0.7554325333333334,0.13770523560786374,0.26765459000017666,0.05745110404072883,0.16064652422240094,0.023705098389401356,0.3387926801156699,0.09462207852189289,0.3830444814935924,0.11074658411616325,0.37001422096166203,0.17113808522520182,5
fashion_dino,DR-SNE,lambda,0.0002,k_density,40.0,0.7879481777777777,0.025337731683678283,0.6491908888888889,0.023097970456511418,0.7868596,0.0258389986363326,0.7862435555555556,0.029497689409406776,0.6653031111111112,0.07228973625148076,0.32213205311396975,0.05472709214671345,0.19845675980154504,0.03341358488454702,0.33732088942343574,0.06194317839274637,0.3647133923597168,0.07087473030431991,0.3084460937265552,0.1132199685645066,5
fashion_dino,DR-SNE,lambda,0.0002,k_density,80.0,0.7991614222222222,0.05942217390208298,0.6172283555555556,0.04347736306148579,0.7970671111111111,0.06623857828829299,0.7939473333333333,0.06089095273469018,0.7158546666666666,0.11671683250087382,0.3416462369253612,0.07153014790116412,0.17364612156869466,0.030970863855958316,0.3801742602796231,0.09433830160582915,0.40156232342033266,0.10233609883956771,0.37149165709963905,0.14687409874940646,5
fashion_dino,DR-SNE,lambda,0.0002,k_density,300.0,0.7840549333333333,0.05375858723856511,0.5676991555555555,0.03651075462712286,0.8188114666666667,0.0450048536349822,0.8246541333333333,0.0468509133606898,0.7673245333333333,0.11585183941629178,0.2819864639543221,0.06604341195174554,0.15621465154274955,0.020715022742073534,0.35510362191971767,0.09026689462079945,0.3935683852243902,0.09312828945316493,0.41711597615070667,0.15642161766903057,5
