method,trustworthiness_mean,continuity_mean,density_corr_mean,silhouette_mean,stress_mean,time_sec_mean,trustworthiness_std,continuity_std,density_corr_std,silhouette_std,stress_std,time_sec_std,score
Density t-SNE,0.8994458006486776,0.839859350653693,0.9854147324687886,0.2494950542847315,4.2051017580611605,71.22711936632793,0.0195419828948081,0.039351004842066196,0.0005635670045846415,0.11522904925346736,0.6250134073948311,25.16070845063675,0.5649045566626726
DensMAP,0.8912012331561173,0.9244171812619119,0.9847986027712293,0.86544797817866,0.7153963690885288,8.71852445602417,0.0006747015509496442,0.0011226923462734734,0.0004152616826247304,0.0013085050366983416,0.043326426016117574,0.009854170663677617,0.9132589658623764
PaCMAP,0.9207138850436353,0.9535505252950814,0.10276889828897635,0.9316190679868063,1.1401086675529324,2.8162469069163003,0.0006981149614003754,0.00012237345345345263,0.0070339717532661074,0.0027123646953524597,0.013272767472762301,0.6780809161907101,-0.011241968466316893
t-SNE,0.9396271762463638,0.9576357695522787,0.09603986572959146,0.8876595695813497,2.047195395031496,26.898571809132893,0.00034953721277925155,0.0002107508969367124,0.006651013182312642,0.0032976320354022154,0.1128810745545272,12.615922231074656,-0.10867967377355812
UMAP,0.9215974173270473,0.94866261811616,0.04898424463931209,0.9257868727048238,0.5874057304984776,6.606909275054932,0.0008079809984867375,0.004415876838300316,0.008609270567702967,0.02854436242826034,0.19572688487601453,3.668518017202118,-0.009756328410535663
